years,Objective,Costs,Damages,J,Y,M,I,Redsnag,Greysnag,B_SDDsolutions,control
2079,115698.0,59393.0,56305.0,0.0,10614125.0,9503494.0,1303.0,947.0,36088399.0,0.0,0.45
2080,117910.0,58727.0,59183.0,0.0,10532302.0,9585110.0,1258.0,1079.0,36089346.0,0.0,0.45
2081,114717.0,54623.0,60093.0,0.0,10532092.0,9585085.0,1232.0,1041.0,36090425.0,0.0,0.45
2082,109128.0,54617.0,54511.0,0.0,10530458.0,9586503.0,1247.0,1020.0,36091466.0,0.0,0.45
2083,104118.0,49512.0,54607.0,0.0,10530224.0,9586495.0,1198.0,1032.0,36092486.0,0.0,0.45
2084,102289.0,54318.0,47971.0,0.0,10530024.0,9586479.0,1196.0,992.0,36093518.0,0.0,0.45
2085,112146.0,55403.0,56743.0,0.0,10529828.0,9586467.0,1269.0,990.0,36094510.0,0.0,0.45
2086,107989.0,51017.0,56972.0,0.0,10529624.0,9586457.0,1280.0,1051.0,36095500.0,0.0,0.45
2087,98338.0,48595.0,49743.0,0.0,10529452.0,9586450.0,1195.0,1060.0,36096551.0,0.0,0.45
2088,96697.0,48104.0,48593.0,0.0,10529219.0,9586415.0,1207.0,989.0,36097611.0,0.0,0.45
2089,97188.0,49263.0,47924.0,0.0,10529033.0,9586397.0,1303.0,999.0,36098600.0,0.0,0.45
2090,91926.0,44185.0,47741.0,0.0,10526995.0,9588194.0,1258.0,1079.0,36099599.0,0.0,0.45
2091,84310.0,43448.0,40862.0,0.0,10522242.0,9592766.0,1268.0,1041.0,36100678.0,0.0,0.45
2092,79215.0,39369.0,39846.0,0.0,10520348.0,9594444.0,1169.0,1050.0,36101719.0,0.0,0.45
2093,74202.0,38172.0,36031.0,0.0,10510298.0,9604286.0,1074.0,968.0,36102769.0,0.0,0.45
2094,81558.0,44629.0,36929.0,0.0,10448946.0,9665410.0,1250.0,889.0,36103737.0,0.0,0.45
2095,86001.0,42196.0,43806.0,0.0,10268902.0,9845198.0,1292.0,1035.0,36104626.0,0.0,0.45
2096,80253.0,41175.0,39078.0,0.0,10111005.0,10002870.0,1321.0,1070.0,36105661.0,0.0,0.45
2097,74015.0,36913.0,37102.0,0.0,9897055.0,10216616.0,1288.0,1094.0,36106730.0,0.0,0.45
2098,66399.0,35250.0,31149.0,0.0,9338900.0,10774576.0,1255.0,1066.0,36107824.0,0.0,0.45
2099,70454.0,40868.0,29586.0,0.0,9036029.0,11077295.0,1408.0,1039.0,36108890.0,0.0,0.45
2100,71837.0,35893.0,35943.0,0.0,8564400.0,11548707.0,1280.0,1166.0,36109929.0,0.0,0.45
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
