years,Objective,Costs,Damages,J,Y,M,I,Redsnag,Greysnag,B_SDDsolutions,control
2081,127324.0,84970.0,42355.0,0.0,9362292.0,9794520.0,1232.0,734.0,20683895.0,0.0,0.7
2082,123380.0,84960.0,38420.0,0.0,9362108.0,9794507.0,1247.0,719.0,20684630.0,0.0,0.7
2083,115506.0,77018.0,38488.0,0.0,9361418.0,9794958.0,1198.0,728.0,20685348.0,0.0,0.7
2084,118306.0,84495.0,33811.0,0.0,9359518.0,9796677.0,1196.0,699.0,20686076.0,0.0,0.7
2085,126176.0,86183.0,39993.0,0.0,9358949.0,9797057.0,1269.0,698.0,20686775.0,0.0,0.7
2086,119515.0,79360.0,40155.0,0.0,9358782.0,9797047.0,1280.0,740.0,20687473.0,0.0,0.7
2087,110651.0,75592.0,35060.0,0.0,9357359.0,9798306.0,1195.0,747.0,20688213.0,0.0,0.7
2088,109078.0,74828.0,34249.0,0.0,9337626.0,9817809.0,1207.0,697.0,20688960.0,0.0,0.7
2089,110410.0,76632.0,33778.0,0.0,9335890.0,9819349.0,1303.0,704.0,20689658.0,0.0,0.7
2090,102381.0,68733.0,33648.0,0.0,9320257.0,9834781.0,1258.0,760.0,20690362.0,0.0,0.7
2091,96386.0,67586.0,28800.0,0.0,9307876.0,9847005.0,1268.0,734.0,20691122.0,0.0,0.7
2092,89324.0,61240.0,28084.0,0.0,9297008.0,9857669.0,1169.0,740.0,20691856.0,0.0,0.7
2093,84773.0,59378.0,25395.0,0.0,9259826.0,9894661.0,1074.0,682.0,20692596.0,0.0,0.7
2094,95451.0,69423.0,26028.0,0.0,9249479.0,9904798.0,1250.0,627.0,20693278.0,0.0,0.7
2095,96512.0,65638.0,30875.0,0.0,9245120.0,9908916.0,1292.0,729.0,20693905.0,0.0,0.7
2096,91593.0,64051.0,27543.0,0.0,9218848.0,9934999.0,1321.0,754.0,20694634.0,0.0,0.7
2097,83570.0,57420.0,26150.0,0.0,9152569.0,10001087.0,1288.0,771.0,20695388.0,0.0,0.7
2098,76787.0,54833.0,21954.0,0.0,8944639.0,10208827.0,1255.0,752.0,20696159.0,0.0,0.7
2099,84425.0,63572.0,20853.0,0.0,8771159.0,10382168.0,1408.0,732.0,20696910.0,0.0,0.7
2100,81168.0,55834.0,25334.0,0.0,8402650.0,10750467.0,1280.0,822.0,20697643.0,0.0,0.7
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
