years,Objective,Costs,Damages,J,Y,M,I,Harvest,Redsnag,Greysnag,B,B_SDD,I_LDD
2083,67981.74981520962,0.0,67981.74981520962,0.0,10713962.149570987,8662018.971677374,1311.0,0.0,1268.0,103739429.17062642,0.0,0.0,1311.0
2084,70868.46267227583,0.0,70868.46267227584,0.0,10713725.149570987,8661999.971677374,1261.0,0.0,1311.0,103740697.17062642,0.0,0.0,1261.0
2085,62714.37385031797,0.0,62714.37385031797,0.0,10713524.149570987,8661986.971677374,1158.0,0.0,1261.0,103742008.17062642,0.0,0.0,1158.0
2086,65211.45944660294,0.0,65211.45944660294,0.0,10713298.149570987,8661980.971677374,1124.0,0.0,1158.0,103743269.17062642,0.0,0.0,1124.0
2087,59055.776756532665,0.0,59055.776756532665,0.0,10713093.153275501,8661959.971677374,1173.0,0.0,1124.0,103744427.17062642,0.0,0.0,1173.0
2088,54401.6072329269,0.0,54401.6072329269,0.0,10711907.030134428,8662849.094818573,1251.0,0.0,1173.0,103745551.17062642,0.0,0.0,1251.0
2089,57253.36826359666,0.0,57253.36826359666,0.0,10711727.030134428,8662842.094818573,1217.0,0.0,1251.0,103746724.17062642,0.0,0.0,1217.0
2090,54550.60014892955,0.0,54550.60014892955,0.0,10711512.030134428,8662820.094818573,1221.0,0.0,1217.0,103747975.17062642,0.0,0.0,1221.0
2091,58300.05871218394,0.0,58300.05871218394,0.0,10711242.996312905,8662856.129278,1176.0,0.0,1221.0,103749192.17062642,0.0,0.0,1176.0
2092,58072.91006037869,0.0,58072.91006037869,0.0,10699259.372709334,8674567.752881533,1345.0,0.0,1176.0,103750413.17062642,0.0,0.0,1345.0
2093,59953.41025687794,0.0,59953.41025687794,0.0,10678772.157758232,8694740.498449983,1147.0,0.0,1345.0,103751589.17062642,0.0,0.0,1147.0
2094,45370.72206723381,0.0,45370.72206723381,0.0,10560630.815784927,8812671.840423292,1312.0,0.0,1147.0,103752934.17062642,0.0,0.0,1312.0
2095,48947.15968561884,0.0,48947.15968561885,0.0,10333841.933717743,9039228.72249038,1210.0,0.0,1312.0,103754081.17062642,0.0,0.0,1210.0
2096,43125.68551806989,0.0,43125.68551806989,0.0,10044815.382117733,9328036.274090523,1255.0,0.0,1210.0,103755393.17062642,0.0,0.0,1255.0
2097,37886.612720815014,0.0,37886.61272081502,0.0,9732879.007559711,9639778.648648513,1211.0,0.0,1255.0,103756603.17062642,0.0,0.0,1211.0
2098,43437.32658720376,0.0,43437.32658720378,0.0,9186625.647339826,10185805.008868394,1287.0,0.0,1211.0,103757858.17062642,0.0,0.0,1287.0
2099,43443.28122398902,0.0,43443.281223989026,0.0,8863572.366180915,10508659.290027201,1262.0,0.0,1287.0,103759069.17062642,0.0,0.0,1262.0
2100,37351.21343840431,0.0,37351.21343840431,0.0,8449474.20455186,10922567.451656353,1187.0,0.0,1262.0,103760356.17062642,0.0,0.0,1187.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,0.0,4035000.0,0.0,0.0
2021,250705.80629548946,130738.7280756493,119967.07821984039,22960906.0,14435982.0,4212612.0,4411.4042075539755,80.70000000000029,726.3000000000008,0.0,15592021.037769921,15592021.037769921,1293.0
2022,930008.9714364483,154955.32371194553,775053.6477245025,22444158.0,14552784.028664121,4608614.567128302,5307.503632825567,441.1404207554002,3970.263786798578,726.3000000000008,20478934.120017983,20017518.16412783,1304.0
2023,1407946.608663598,474887.2756069419,933059.3330566562,22040105.0,14581655.647237912,4978941.444921725,15423.646489797944,530.7503632825549,4776.753269543026,4696.563786798598,71831135.50284384,70823232.44898975,1259.0
2024,3825301.5607458293,963779.8002036079,2861521.760542221,21428506.0,14810802.535240162,5346440.925604694,31077.825895415,1542.3646489797961,13881.281840818136,9473.317056341575,149660126.0602302,148519129.4770764,1374.0
2025,7189626.881806601,1452427.089540296,5737199.792266312,20839923.0,14989724.236309486,5725549.3551337505,46771.98376727398,3107.782589541515,27970.04330587361,23354.598897159696,228167859.4378885,227444918.8363702,1283.0
2026,13041471.923488889,4463871.974389526,8577599.949099354,20399820.0,15112112.684988813,5996985.772613611,139907.43508360532,4677.198376727407,42094.78539054657,51324.64220303316,695098183.774539,693347175.4180287,1238.0
2027,33420647.80468053,7704612.254147395,25716035.550533123,19902536.0,15129694.294878611,6337240.1041216925,241406.1757484825,13990.74350836049,125916.69157524432,93419.42759358003,1203464906.8016074,1201025878.7424097,1201.0
2028,67168062.42871672,23455569.86983056,43712492.558886185,18019521.0,16319694.726159133,6789841.387979036,732320.4197607306,24140.617574848256,217265.55817363426,219336.11916882527,3673673612.715619,3655087098.8036323,1303.0
2029,175937164.88613787,48022033.86913512,127915131.01700273,17536969.0,15844012.040759211,7024247.437576511,1515130.3955872322,73232.04197607242,659088.3777846546,436601.6773424595,7701204319.309083,7569771977.9361925,1176.0
2030,359062817.58206445,104477754.75197181,254585062.83009255,16866307.0,14876261.131298888,7239865.478172281,3317781.2438950436,151513.03955872354,1363617.3560285044,1095690.0551271143,17651450810.707153,16582466219.47513,1288.0
2031,695310543.5228891,159599211.0314867,535711332.4914024,16310961.0,12595844.235816792,7388201.732891061,5167314.6757885525,331778.124389505,2986003.119505526,2459307.411155629,30409300591.79812,25830478378.94294,1219.0
2032,1171490066.5728261,374272727.8731103,797217338.6997161,15681330.0,9691897.562728116,7410432.302587731,12053236.375056261,516731.4675788581,4650583.208209727,5445310.530661133,81529490127.51407,60259326875.28124,1371.0
2033,1935401577.9288912,158285051.118015,1777116526.8108764,15090554.0,5406162.608522535,7335526.927276351,5663924.606913657,1205323.6375056223,10847912.737550676,10095893.738870861,55308996369.37482,28313843034.568336,1156.0
2034,780388861.4475218,80208320.87950556,700180540.568016,14442721.0,3857799.6613482554,7254146.506238466,3036343.022358964,566392.4606913636,5097532.146222264,20943806.47642145,28146862376.271793,15175110111.79488,1321.0
2035,544002816.4184177,202096128.54510584,341906687.87331176,13729775.0,3281503.072892892,7197169.85274553,7901872.976007542,303634.3022358956,2732708.720123064,26041338.622643784,64931843450.60729,39503074880.03802,1258.0
2036,980671020.0666865,245960725.37633255,734710294.6903546,13084472.0,2222743.826268031,7179929.96958711,9467412.571844565,790187.2976007579,7111685.678406801,28774047.34276678,106934719665.59897,47330067859.222664,1399.0
2037,1022768378.3851851,189315834.70059475,833452543.6845905,12548687.0,1820028.1002536959,7151552.3595851995,7235666.225380271,946741.2571844539,8520671.314660076,35885733.021173544,104900056580.4437,36171746126.90139,1317.0
2038,630069764.9085554,44374007.73812791,585695757.1704276,11601256.0,2253798.462542232,7106806.527351528,1812996.250083847,723566.62253803,6512099.602842257,44406404.33583364,18044525551.03175,9059026250.419207,1191.0
2039,211052984.97567084,70229114.33674502,140823870.6389259,11089616.0,2518967.8823224907,7107992.06155126,3069697.9197634486,181299.62500838513,1631696.6250754602,50918503.938676074,25478685506.333897,15342574598.81734,1183.0
2040,299229252.4935467,128991236.8173531,170238015.67619377,10429502.0,2975998.193553935,7117424.895015235,4981038.699519064,306969.79197634704,2762728.1277871127,52550200.56375137,29402320775.840733,24898953497.59536,1248.0
2041,838636200.7545984,488894281.607745,349741919.14685357,9741548.0,3475756.06975726,7118006.496664435,19076160.711588413,498103.8699519076,4482934.829567186,55312928.69153855,99181332724.07771,95373898557.94185,1381.0
2042,2371724281.8418574,1377790800.5439484,993933481.2979103,9149056.0,3783415.5731046204,7136196.7016491005,50028634.70242995,1907616.0711588433,17168544.64042961,59795863.52110549,369520693389.6563,250137223512.149,1190.0
2043,2370225796.0455623,3134881.2949991114,2367090914.7505608,8570086.0,4059720.6009491296,7154401.841638177,118638.41481674364,5002863.470242984,45025771.23218708,76964408.16153528,2696391413.454894,586917074.0837206,1255.0
2044,23687430.32815621,10335026.985868486,13352403.342287729,7952775.0,4649920.321624874,7159403.788203242,411029.3051892864,11863.841481674413,106774.57333506978,121990179.39372252,2203167115.6357417,2048986525.9464276,1232.0
2045,37279277.265955225,772513.181634675,36506764.08432052,7215806.0,5339360.355006702,7165168.744418212,38251.598347018466,41102.93051892873,369926.37467035686,122096953.9670573,1430039280.9861689,185027991.73509213,1246.0
2046,4047918.571573343,891220.185172452,3156698.386400891,6599045.0,5930099.17364714,7169103.192420488,40215.576595900595,3825.1598347018335,34426.43851231668,122466880.34172812,268911643.27568835,195072882.97950312,1201.0
2047,4987862.905638441,920539.0937805132,4067323.811857928,6078577.0,6429558.17183552,7172824.203314849,52908.41752070618,4021.5576595900634,36194.018936310684,122501306.78024012,637939910.6746216,257982087.6035309,1312.0
2048,4658012.942307727,780262.2380377746,3877750.704269954,5477462.0,6965170.614184862,7188477.3183195805,41471.66677200892,5290.841752070608,47617.5757686355,122537500.79917629,204175365.88633972,200818333.86004573,1308.0
2049,3701127.156679106,21792.23347089764,3679334.9232082083,5006433.0,7384411.9198290445,7203141.000199555,1368.0,4147.166677200906,37324.50009480796,122585118.37494531,0.0,0.0,1368.0
2050,152418.22386507352,32204.01927328378,120214.20459178984,4470746.0,7899280.888225956,7223746.015288285,2073.452230209078,136.79999999999953,1231.2000000000044,122622442.87503946,8362212.144624873,4632261.151045416,1147.0
2051,194975.4316479971,17999.396469043095,176976.03517895407,4076895.0,8260827.290793656,7254901.521972724,1133.0,207.3452230209078,1866.107007188179,122623674.07503925,0.0,0.0,1133.0
2052,119388.20500076118,18569.3227422559,100818.88225850536,3629922.0,8632686.636733789,7329844.183966003,1236.6804771351726,113.29999999999959,1019.7000000000029,122625540.18204749,144155.9703558202,73402.38567584382,1222.0
2053,131065.13964040291,29045.412227230227,102019.72741317264,3331938.0,8901042.709600927,7359254.431309206,1811.3357947693432,123.6680477135163,1113.0124294216514,122626559.88204682,5588833.242421143,3016678.973846687,1208.0
2054,219016.18579156612,52103.20622812001,166912.97956344625,2889306.0,9319418.77359695,7382656.031518443,3444.4978072085987,181.1335794769336,1630.2022152924098,122627672.89447676,16100693.480079532,10697489.036042944,1305.0
2055,315344.9164070719,25037.817139255087,290307.09926781687,2448891.0,9725114.154034372,7415012.050084672,1665.8693350565911,344.4497807208602,3100.048026487737,122629303.0966914,2754160.5275272857,2189346.6752829547,1228.0
2056,183046.87259746232,39797.227976207665,143249.6446212545,2164771.0,9957171.616970718,7466400.717813271,2605.507006635471,166.5869335056593,1499.2824015509311,122632403.14471819,10367721.937014638,7102535.033177354,1185.0
2057,249892.52962266092,20493.652334329494,229398.8772883314,1846543.0,10238568.827968612,7501564.708820344,1342.0,260.55070066354574,2344.956305971909,122633902.42712012,0.0,0.0,1342.0
2058,149287.54450607442,31907.70045814352,117379.84404793089,1527763.0,10508311.925718592,7550335.614425336,2094.1027092757863,134.20000000000044,1207.7999999999959,122636247.38342632,7008110.749931899,4220513.546378939,1250.0
2059,228939.01468732484,44210.31824239553,184728.69644492914,1229209.0,10768993.747148097,7587090.035916568,2933.289165709825,209.4102709275784,1884.6924383482014,122637455.18342589,11301902.271702979,8466445.828549145,1240.0
2060,378836.0538498474,122078.49815064942,256757.55569919795,846380.0,11090530.026209842,7646437.072147306,7735.797890221239,293.32891657098133,2639.9602491388355,122639339.8758646,40684560.86126541,32418989.451106146,1252.0
2061,722884.6891712394,16699.5114088402,706185.1777623987,626204.0,11249523.648676658,7700857.039938429,1222.0,773.579789022127,6962.218101199105,122641979.83611305,0.0,0.0,1222.0
2062,107503.52065050427,14061.686030990451,93441.83461951389,547321.0,11279078.214304198,7749930.474310876,1083.0,122.20000000000044,1099.7999999999965,122648942.05421446,0.0,0.0,1083.0
2063,93441.57347589689,16394.349267331443,77047.2242085654,431669.0,11333539.470943397,7810879.21767171,1198.0,108.2999999999996,974.7000000000024,122650041.85421404,0.0,0.0,1198.0
2064,108964.38072993426,15849.146944761984,93115.23378517226,314873.0,11391661.479421351,7869257.274754303,1212.0,119.79999999999956,1078.2000000000035,122651016.55421446,0.0,0.0,1212.0
2065,105065.71889499953,16595.91670961691,88469.8021853825,263665.0,11407457.845511744,7904395.908663908,1293.0,121.20000000000044,1090.7999999999965,122652094.75421491,0.0,0.0,1293.0
2066,117911.63855115943,25181.304846122865,92730.33370503648,205987.0,11381229.704342354,7987994.049833314,1884.64394813188,129.29999999999956,1163.700000000004,122653185.55421446,3995937.268973977,2423219.7406593724,1400.0
2067,160452.781607992,14802.677601428304,145650.10400656375,179049.0,11343374.71064186,8051964.48861458,1148.0,188.46439481318777,1696.1795533186921,122654349.25421491,0.0,0.0,1148.0
2068,98402.98245063027,14396.465358212252,84006.517092418,135751.0,11284171.697329536,8154198.501926898,1177.0,114.79999999999959,1033.200000000003,122656045.43376797,0.0,0.0,1177.0
2069,96520.38455318418,16218.055038380257,80302.32951480392,85850.0,11230993.943028145,8256995.256228384,1346.0,117.70000000000041,1059.2999999999968,122657078.63376746,0.0,0.0,1346.0
2070,106380.13979868956,16152.231493013747,90227.90830567587,54515.0,11179288.511511814,8339716.687744617,1372.0,134.59999999999957,1211.399999999996,122658137.93376797,0.0,0.0,1372.0
2071,123215.79848124972,33738.91839983154,89476.88008141816,24746.0,11122940.791852724,8425468.407403711,2565.5450612592513,137.20000000000047,1234.7999999999956,122659349.33376727,10836642.818315031,6317725.306296324,1302.0
2072,213255.84587184348,14916.213612327025,198339.63225951634,19162.0,11041128.664784966,8511309.529155035,1262.0,256.55450612592557,2308.9905551333254,122660584.13376746,0.0,0.0,1262.0
2073,97094.91339188768,12822.250981589072,84272.66241029854,16360.0,10992157.352654237,8562797.077429842,1165.0,126.20000000000046,1135.7999999999963,122662893.12432232,0.0,0.0,1165.0
2074,82479.55346834846,12006.748425614078,70472.80504273438,7625.0,10910118.428940041,8653378.001144152,1163.0,116.50000000000001,1048.5,122664028.92432301,0.0,0.0,1163.0
2075,82623.9041416003,18411.239378346967,64212.66476325334,2559.0,10805638.420262113,8762715.009821964,1614.7897795529339,116.29999999999959,1046.700000000003,122665077.42432301,2647255.210013405,1348948.8977646523,1345.0
2076,117088.73225695494,11985.410535110192,105103.3217218447,1749.0,10738287.404973224,8830310.235331355,1059.0,161.47897795529275,1453.3108015976363,122666124.12432232,0.0,0.0,1059.0
2077,80616.47247987794,12346.254279124149,68270.21820075369,539.0,10652462.079564761,8917103.560739823,1166.0,105.90000000000013,953.1000000000035,122667577.43512446,0.0,0.0,1166.0
2078,80665.4379303801,12149.501337064188,68515.93659331587,183.0,10558733.599983688,9010928.86049443,1230.0,116.59999999999974,1049.3999999999965,122668530.53512466,0.0,0.0,1230.0
2079,78729.68256754703,13206.440979833176,65523.241587713885,0.0,10460057.938595343,9109588.52188276,1286.0,123.0,1107.0,122669579.93512446,0.0,0.0,1286.0
2080,84881.83027722411,11798.652341176297,73083.17793604784,0.0,10370216.154035617,9199177.306442494,1256.0,128.59999999999962,1157.399999999996,122670686.93512446,0.0,0.0,1256.0
2081,74394.43147199253,11486.711009693032,62907.72046229946,0.0,10370011.154035617,9199159.306442494,1150.0,125.59999999999965,1130.3999999999962,122671844.3351247,0.0,0.0,1150.0
2082,75396.2786693069,11521.392125894961,63874.886543411994,0.0,10369387.195494223,9199554.26498388,1268.0,115.0,1035.0,122672974.73512402,0.0,0.0,1268.0
2083,73083.43915681403,11899.864323125332,61183.57483368868,0.0,10369048.92057066,9199687.539907442,1311.0,126.79999999999954,1141.2000000000037,122674009.73512402,0.0,0.0,1311.0
2084,74592.89762633745,10811.281221289177,63781.61640504826,0.0,10368830.92057066,9199668.539907442,1261.0,131.0999999999996,1179.899999999996,122675150.93512446,0.0,0.0,1261.0
2085,67116.1602418652,10673.223776579072,56442.936465286126,0.0,10368639.92057066,9199655.539907442,1158.0,126.09999999999965,1134.8999999999962,122676330.83512488,0.0,0.0,1158.0
2086,68533.14955075464,9842.836048811994,58690.31350194265,0.0,10368428.92057066,9199649.539907442,1124.0,115.79999999999959,1042.200000000003,122677465.73512402,0.0,0.0,1124.0
2087,62590.07554701469,9439.876466135258,53150.19908087942,0.0,10367351.0162745,9200510.45134924,1173.0,112.40000000000022,1011.6000000000037,122678507.93512446,0.0,0.0,1173.0
2088,58901.29786797945,9939.851358345237,48961.44650963418,0.0,10366092.545545567,9201490.92207815,1251.0,117.29999999999959,1055.7000000000032,122679519.53512466,0.0,0.0,1251.0
2089,61021.51581754037,9493.48438030342,51528.031437236954,0.0,10365898.545545567,9201483.92207815,1217.0,125.09999999999965,1125.8999999999962,122680575.23512402,0.0,0.0,1217.0
2090,58934.12884791215,9838.588713875532,49095.540134036586,0.0,10362981.152644884,9204169.314978834,1221.0,121.70000000000044,1095.2999999999965,122681701.13512428,0.0,0.0,1221.0
2091,62119.557402954735,9649.504561989133,52470.05284096553,0.0,10362762.204874706,9204158.263244087,1176.0,122.0999999999997,1098.8999999999962,122682796.43512446,0.0,0.0,1176.0
2092,62564.70383597617,10299.084781635354,52265.619054340816,0.0,10360595.02629162,9206058.441827072,1345.0,117.59999999999974,1058.3999999999965,122683895.33512488,0.0,0.0,1345.0
2093,62049.72512203788,8091.655890847745,53958.069231190144,0.0,10348694.634329615,9217670.833789105,1147.0,134.5,1210.5,122684953.73512402,0.0,0.0,1147.0
2094,49718.129311693854,8884.479451183439,40833.64986051043,0.0,10297892.806180226,9268266.661938598,1312.0,114.70000000000041,1032.299999999997,122686164.23512402,0.0,0.0,1312.0
2095,51982.87172708419,7930.428010027213,44052.44371705699,0.0,10145784.581068229,9420158.887050565,1210.0,131.20000000000044,1180.7999999999959,122687196.53512466,0.0,0.0,1210.0
2096,46257.03748727839,7443.920521015465,38813.11696626293,0.0,9953742.326846834,9611989.141271893,1255.0,121.0,1089.0,122688377.3351247,0.0,0.0,1255.0
2097,41965.1752532368,7867.2238045032755,34097.951448733525,0.0,9731097.207187397,9834440.260931427,1211.0,125.50000000000001,1129.5,122689466.3351247,0.0,0.0,1211.0
2098,47098.0894309866,8004.495502503169,39093.59392848338,0.0,9227627.77778084,10337678.690337883,1287.0,121.09999999999971,1089.8999999999962,122690595.8351247,0.0,0.0,1287.0
2099,46358.43720287862,7259.484101288519,39098.953101590065,0.0,8925461.24212808,10639646.225990716,1262.0,128.70000000000044,1158.299999999996,122691685.73512402,0.0,0.0,1262.0
2100,39934.6474819389,6318.555387375024,33616.09209456388,0.0,8478038.869835557,11086880.598283237,1187.0,126.20000000000046,1135.7999999999963,122692844.03512466,0.0,0.0,1187.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,0.0,4035000.0,0.0,0.0
2021,349128.32970495225,242490.9268428722,106637.40286208039,22960906.0,14435982.0,4212612.0,4064.9148511590924,161.40000000000057,645.6000000000023,0.0,13859574.255795484,13859574.255795484,1293.0
2022,893220.1517646494,266548.0532619107,626672.0985027388,22444158.0,14553114.358812636,4608630.72633625,4575.544956492635,812.9829702318232,3251.9318809272927,645.6000000000023,16767872.298810003,16357724.782463199,1304.0
2023,1442777.8048306797,743044.2103306677,699733.5945000126,22040105.0,14582690.234663323,4978985.305529029,12086.337353788125,915.1089912985315,3660.435965194126,3897.5318809272744,55023811.33114819,54136686.768940575,1259.0
2024,3320916.147517339,1358505.5418357486,1962410.605681591,21428506.0,14814973.89014579,5346685.32435978,22043.144573562884,2417.2674707576357,9669.069883030543,7557.967846121405,104216727.63303415,103345722.86781467,1374.0
2025,5393158.904565467,1840697.4274131444,3552461.4771523234,20839923.0,15002478.56224696,5726239.112448062,29923.170815813966,4408.628914712582,17634.515658850327,17227.037729151907,143819181.02503228,143200854.0790699,1283.0
2026,9846378.19011113,5056970.90584781,4789407.284263324,20399820.0,15140794.529174369,5998587.202829335,80097.70443873844,5984.634163162767,23938.53665265107,34861.553388002314,395299929.8823698,394298522.1936934,1238.0
2027,20675094.687299363,7794927.2281404305,12880167.459158929,19902536.0,15214802.761938578,6342269.287076555,123438.01949389004,16019.540887747577,64078.163550990306,58800.09004065341,612693855.8999327,611185097.4694517,1201.0
2028,40878340.4501822,21254552.524449736,19623787.92573246,18019521.0,16511718.528697338,6805461.2705868175,334765.1825204189,24687.603898778005,98750.41559511202,122878.2535916443,1671984718.2339838,1667310912.6020913,1303.0
2029,91421893.1500789,39738477.943468764,51683415.20661016,17536969.0,16410785.024674924,7055763.231265284,625408.9301375905,66953.03650408376,267812.14601633506,221628.66918675604,3137303574.049611,3121164650.6879754,1176.0
2030,176146744.1996999,81511997.57243012,94634746.6272698,16866307.0,16198828.0596323,7318459.896211082,1285389.0793661114,125081.78602751835,500327.1441100734,489440.8152030896,6508679452.491314,6420505396.830559,1288.0
2031,314722851.2921639,125594703.01954173,189128148.2726224,16310961.0,15296223.587571016,7536085.107844194,2019689.704830706,257077.81587322106,1028311.2634928842,989767.9593131624,10539640229.100582,10092353524.153551,1219.0
2032,610474334.9257439,325878427.14245427,284595907.78328925,15681330.0,14002505.744881451,7631670.01664098,5151455.710610055,403937.94096614263,1615751.7638645705,2018079.2228060416,28541713674.666306,25750423553.050365,1371.0
2033,911922968.2649171,196157908.19462395,715765060.0702934,15090554.0,10603167.769280197,7713725.270681842,3303545.8966034655,1030291.1421220097,4121164.5684880386,3633830.9866706138,21149139775.571682,16511949483.017418,1156.0
2034,557356247.9935205,132054554.72887754,425301693.2646427,14442721.0,8869631.442848936,7767099.692996481,2325366.285579933,660709.1793206931,2642836.7172827725,7754995.555158636,14684563388.06986,11620226427.899675,1321.0
2035,677745546.0392365,395469867.809347,282275678.2298899,13729775.0,7808125.404581802,7819519.730922481,6983011.206774932,465073.2571159888,1860293.0284639553,10397832.272441402,44378280015.16114,34908766033.874695,1258.0
2036,1282065238.9829597,504992893.2259066,777072345.7570544,13084472.0,5127162.409209484,7767466.1635072855,9411655.762941414,1396602.2413549789,5586408.9654199155,12258125.300905397,84753722933.75964,47051283814.70709,1399.0
2037,1360506042.0767803,473046717.36391646,887459324.7128639,12548687.0,2906930.7470716373,7682668.185182873,9053504.886115381,1882331.1525882916,7529324.610353166,17844534.266325366,92762259588.91785,45260939430.57712,1317.0
2038,836307566.9523426,96929805.05232625,739377761.9000164,11601256.0,2274401.549880862,7682646.995028735,1947454.0566271388,1810700.9772230927,7242803.908892371,25373858.87667847,19753626344.95602,9731315283.135727,1191.0
2039,289276653.63714874,132729614.8077896,156547038.82935908,11089616.0,2178060.9229029967,7672976.342711277,2804037.29292697,389490.8113254293,1557963.2453017172,32616662.78557086,24138761280.064423,14014271464.634804,1183.0
2040,264491544.76154664,85975529.459154,178516015.30239278,10429502.0,2252774.714852393,7666631.194689491,1895498.7615863692,560807.4585853955,2243229.834341582,34174626.03087242,23586798846.33151,9471253807.931879,1248.0
2041,346537914.9940619,234307713.48757735,112230201.50648445,9741548.0,2542578.6563584926,7668264.335203626,4678630.323242631,379099.7523172742,1516399.009269097,36417855.86521414,33441361761.42644,23386246616.21298,1381.0
2042,711110038.3614485,397935369.3337476,313174669.0277009,9149056.0,2681520.01109092,7244400.720005445,7405152.752152374,935726.0646485192,3742904.2585940766,37934254.87448313,79733832808.17973,37019813760.76174,1190.0
2043,519339898.72813606,894761.4654013114,518445137.2627353,8570086.0,3011365.872686426,7262458.990950652,20344.472494739202,1481030.550430476,5924122.201721904,41677159.13307742,350222059.12457466,95447362.47369628,1255.0
2044,2291308.834830429,633265.0108330459,1658043.823997383,7952775.0,3613525.1806164626,7268289.099733996,18340.415318357725,4068.894498947862,16275.577995791447,47601281.334799014,341317500.3967651,85542076.59178782,1232.0
2045,1244465.6494393644,251331.26199171616,993134.3874476476,7215806.0,4331194.798804675,7274134.092988801,7852.198741600634,3668.0830636715214,14672.332254686085,47617556.91279496,56211292.35430735,33030993.70800328,1246.0
2046,778818.8047579798,336754.63342132396,442064.17133665585,6599045.0,4937807.793955597,7277535.854513163,10533.343259926696,1570.4397483201403,6281.758993280561,47632229.24504962,51788603.13822495,46661716.299633704,1201.0
2047,1565900.9304630635,969978.9131591809,595922.0173038829,6078577.0,5444399.056822327,7281943.838249855,28502.29488781713,2106.66865198535,8426.6746079414,47638511.00404289,147082756.94401148,135951474.43908572,1312.0
2048,2351480.624540946,664904.8161474318,1686575.8083935147,5477462.0,6006690.556332507,7293428.949340576,20392.95396510276,5700.458977563411,22801.835910253645,47646937.67865095,98740874.61415356,95424769.82551356,1308.0
2049,1231661.1122666742,44518.39221603141,1187142.7200506434,5006433.0,6444321.494088331,7308216.484594518,1368.0,4078.59079302055,16314.3631720822,47669739.51456091,0.0,0.0,1368.0
2050,168779.27709780398,61922.20634954625,106857.07074825765,4470746.0,6960277.2372421995,7327742.741440691,1937.4343806218626,273.59999999999906,1094.3999999999962,47686053.87773322,7520691.769641164,3952171.903109282,1147.0
2051,185599.41597337843,36746.84197998872,148852.5739933896,4076895.0,7322427.726796459,7358466.198655368,1133.0,387.4868761243708,1549.9475044974831,47687148.27773305,0.0,0.0,1133.0
2052,127512.86561030582,37896.081380523414,89616.78422978253,3629922.0,7689405.139541801,7438297.79275853,1235.088657990761,226.59999999999917,906.3999999999967,47688698.22523771,129726.81754301122,65443.289953787025,1222.0
2053,148286.00965260775,57720.5077602826,90565.50189232519,3331938.0,7960246.580450693,7465230.264891169,1761.3893416643311,247.01773159815104,988.0709263926042,47689604.625237726,5014761.056270631,2766946.7083216906,1208.0
2054,241123.58119956552,96415.43951844022,144708.14168112527,2889306.0,8378442.744561983,7488851.71143818,3116.6566973593926,352.27786833286655,1409.1114733314662,47690592.696164034,14017164.040987933,9058283.48679691,1305.0
2055,282803.09666009207,48249.94563754149,234553.15102255094,2448891.0,8783482.587010218,7522209.929256269,1573.6301214552564,623.3313394718751,2493.3253578875006,47692001.807637356,2219838.8268035483,1728150.6072762974,1228.0
2056,193191.29163418387,73105.97527055147,120085.31636363243,2164771.0,9021565.444108667,7567684.442036412,2340.3387054603086,314.7260242910506,1258.9040971642023,47694495.132995434,8765398.942061355,5776693.527301549,1185.0
2057,225647.09563076176,41799.451556041095,183847.64407472074,1846543.0,9305468.204919271,7600603.926863754,1342.0,468.0677410920617,1872.2709643682467,47695754.03709238,0.0,0.0,1342.0
2058,165445.94615204635,61108.30699833003,104337.63915371629,1527763.0,9573743.27025992,7650862.861523068,1989.4995331604912,268.4000000000009,1073.6000000000035,47697626.30805693,6274292.974465512,3697497.6658024793,1250.0
2059,233636.20864083432,80091.74468620568,153544.46395462874,1229209.0,9835948.641479496,7686201.990770339,2630.556219380128,397.8999066320979,1591.5996265283916,47698699.908056915,9635923.681619102,6952781.096900696,1240.0
2060,402282.11135332345,199941.24631793034,202340.86503539325,846380.0,10165510.84323217,7737851.232278518,6269.951939732515,526.1112438760283,2104.4449755041132,47700291.507683456,32620281.71986037,25089759.69866245,1252.0
2061,540004.8856188544,34094.51672599924,505910.36889285495,626204.0,10324884.960267073,7793363.255751437,1222.0,1253.9903879465053,5015.961551786021,47702395.9526588,0.0,0.0,1222.0
2062,111793.38542301489,28733.97687233595,83059.40855067893,547321.0,10354084.116089152,7842789.0999293495,1083.0,244.4000000000009,977.6000000000035,47707411.91421062,0.0,0.0,1083.0
2063,101936.81118000379,33450.38966127892,68486.42151872482,431669.0,10407756.210119424,7904560.005899186,1198.0,216.5999999999992,866.3999999999968,47708389.514210604,0.0,0.0,1198.0
2064,115130.7351550952,32361.638457164187,82769.09669793095,314873.0,10465590.806461047,7963244.409557562,1212.0,239.5999999999991,958.3999999999965,47709255.91421059,0.0,0.0,1212.0
2065,112524.85084358987,33885.02667880536,78639.82416478447,263665.0,10480779.45633863,7999010.759679972,1293.0,242.4000000000009,969.6000000000035,47710214.31421083,0.0,0.0,1293.0
