years,Objective,Costs,Damages,J,Y,M,I,Harvest,Redsnag,Greysnag,B,B_SDD,I_LDD
2050,1552235.7578433156,699500.7752338841,852734.9826094318,4470746.0,24461987.06066936,11985495.204756739,13830.923545088943,23461.303787511744,23461.303787511744,329596.10675024224,63654639.80266141,63419617.72544476,1147.0
2051,725600.6300331408,479492.62756082555,246108.00247231542,4076895.0,24572261.34439763,12255697.27876473,9801.102023547517,6915.461772544471,6915.461772544471,353057.41053775133,43639685.63031475,43340510.11773771,1133.0
2052,396147.7200122886,223570.62920233078,172577.09080995814,3629922.0,24665493.628154837,12600116.892984066,4871.558021265455,4900.551011773759,4900.551011773759,359972.87231029617,18389537.71970037,18247790.106327396,1222.0
2053,400289.3042419237,318918.91458303464,81370.38965888934,3331938.0,24700716.67600431,12858516.851947496,6817.845706543673,2435.7790106327275,2435.7790106327275,364873.4233220721,28646818.752963044,28049228.532718584,1208.0
2054,669314.5201877768,551203.8665822274,118110.65360554912,2889306.0,24865713.053504635,13129785.628740467,11583.93959847703,3408.9228532718366,3408.9228532718366,367309.2023327049,52557199.740601905,51394697.99238566,1305.0
2055,270584.0855212545,69542.41778354725,201041.66773770715,2448891.0,24968386.740660567,13456509.691901531,1668.2076642106758,5791.969799238515,5791.969799238515,370718.12518597586,2227396.39721982,2201038.321053368,1228.0
2056,262542.7991105305,239035.70039005778,23507.098720472684,2164771.0,24934262.03508094,13773539.294214243,5274.457322749402,834.1038321053379,834.1038321053379,376510.0949852155,21142723.847266104,20447286.613747023,1185.0
2057,309822.10083531775,221622.35412571582,88199.74670960191,1846543.0,24987937.343639396,14033275.90739519,5051.370374104387,2637.228661374701,2637.228661374701,377344.1988173193,19198472.33966827,18546851.870522026,1342.0
2058,576615.6227987215,494214.28293437196,82401.33986434888,1527763.0,24969151.069113627,14366375.081915524,10894.29886974605,2525.6851870521937,2525.6851870521937,379981.4274786946,49393301.56151499,48221494.34873025,1250.0
2059,777912.6372831013,595368.8149051807,182543.8223779207,1229209.0,24993621.477614373,14630157.050860237,13153.309714966139,5447.149434873025,5447.149434873025,382507.1126657475,60939591.218671806,59566548.574830875,1240.0
2060,1065171.5873433303,845242.4210770582,219929.1662662721,846380.0,25020225.60645255,14973787.518676717,18455.879060855634,6576.6548574830695,6576.6548574830695,387954.2621006208,87711808.01786953,86019395.30427887,1252.0
2061,1401085.1652000425,1090223.944956387,310861.2202436568,626204.0,24940889.776635174,15255410.18191484,23667.43684572113,9227.939530427817,9227.939530427817,394530.9169581026,113749354.99255025,112227184.2286058,1222.0
2062,1503043.4026622279,1104302.622369445,398740.7802927829,547321.0,24728729.07798989,15523394.975837862,24173.693589414466,11833.718422860566,11833.718422860566,403758.85648853076,117162444.0018921,115453467.94707221,1083.0
2063,2340505.2702207654,1935923.9737339434,404581.29648682184,431669.0,24443916.335830074,15900270.721825562,41424.05807681667,12086.846794707233,12086.846794707233,415592.57491139066,205164536.18437657,201130290.38408402,1198.0
2064,4377564.988030085,3683587.675687111,693977.3123429737,314873.0,24209157.624188982,16211059.329109823,76587.43996883136,20712.029038408335,20712.029038408335,427679.42170609673,383329979.47526586,376877199.8441554,1212.0
2065,9529847.23145487,8243539.371693794,1286307.8597610714,263665.0,23952784.58478652,16442755.836755905,165147.82298791799,38293.71998441568,38293.71998441568,448391.45074450836,832643211.2700468,819274114.9395931,1293.0
2066,5269487.733560729,2492960.3140605967,2776527.419500132,205987.0,23603325.2964392,16686260.690850697,53769.08218477463,82573.91149395899,82573.91149395899,486685.17072892195,267541133.6978508,261845410.9238733,1400.0
2067,939404.0842869986,42104.842581746256,897299.2417052515,179049.0,23305073.234307397,16958501.02175427,1189.9608679365695,26884.541092387313,26884.541092387313,569259.0822228799,213984.7543277768,209804.3396828175,1148.0
2068,55567.06571047561,42337.23990916847,13229.825801307154,135751.0,22971368.888917834,17334904.406276114,1233.5056050396756,594.9804339682847,594.9804339682847,596143.6233152708,330234.2505987156,282528.0251983685,1177.0
2069,64927.42426836909,51979.5182342672,12947.9060341019,85850.0,22691010.0674697,17664591.72211897,1520.3204822216635,616.7528025198378,616.7528025198378,596738.6037492346,1019094.4292656385,871602.4111082944,1346.0
2070,131063.41943667788,114641.62681234682,16421.79262433105,54515.0,22447962.00294306,17938187.46616352,3114.6908427640565,760.1602411108317,760.1602411108317,597355.3565517549,10351540.941968217,8713454.213820238,1372.0
2071,259888.76466173332,217603.96385375157,42284.800807981694,24746.0,22215076.881689418,18198444.444920033,5713.611503109902,1557.3454213820282,1557.3454213820282,598115.5167928668,24798856.96610801,22058057.51554955,1302.0
2072,239413.17794517003,155085.4833370597,84327.69460811032,19162.0,21931265.265369773,18482851.27625803,4223.533281521638,2856.805751554951,2856.805751554951,599672.8622142515,16116082.159863472,14807666.407608166,1262.0
2073,354206.9684006965,292924.0748673263,61282.893533370356,16360.0,21663385.670308977,18749996.3399819,7670.7477075071865,2111.766640760819,2111.766640760819,602529.667965803,35355950.23262618,32528738.53753598,1165.0
2074,735143.7376510068,617661.0635780498,117482.67407295674,7625.0,21362501.46105519,19052664.686084162,15506.496209263929,3835.3738537535933,3835.3738537535933,604641.4346065667,77661503.85593276,71717481.04631993,1163.0
2075,1532010.322842084,1285647.048464414,246363.2743776705,2559.0,21056231.908090107,19349309.23735011,31098.02160862486,7753.248104631964,7753.248104631964,608476.8084603212,155360061.16199788,148765108.04312494,1345.0
2076,1704991.7525955588,1200951.6100780328,504040.1425175242,1749.0,20800953.403125163,19575270.65614735,29155.489964866163,15549.01080431243,15549.01080431243,616230.0565649531,145794597.06661335,140482449.82433206,1059.0
2077,1519846.8429862815,1041415.9917914813,478430.8511947991,539.0,20514174.152727097,19834736.67028043,25646.920837882986,14577.744982433082,14577.744982433082,631779.0673692663,125382860.1789828,122404604.18941505,1166.0
2078,3215577.750517985,2794913.389075548,420664.36144243454,183.0,20224723.084883183,20099775.192875985,65451.57571945665,12823.460418941493,12823.460418941493,646356.8123516998,333915059.8699647,321107878.59728247,1230.0
2079,3136036.4957401115,2043005.31365201,1093031.1820881024,0.0,19903317.515121583,20356742.950356364,48790.85938037389,32725.787859728323,32725.787859728323,659180.2727706402,247084917.2324197,237524296.90187055,1286.0
2080,2598023.1206387915,1779471.9879244978,818551.1327142927,0.0,19614611.954978596,20597565.19592657,43040.08274680008,24395.429690186946,24395.429690186946,691906.0606303668,213870605.3671822,208920413.73400107,1256.0
2081,2532628.6571952235,1809056.7831848166,723571.8740104076,0.0,19321774.209861655,20848316.455019973,43841.88580298494,21520.04137340004,21520.04137340004,716301.4903205521,219014006.68981186,213459429.0149237,1150.0
2082,4353843.005597701,3610740.806894994,743102.1987027086,0.0,18845487.566841632,21281508.001825806,85034.51519714808,21920.94290149247,21920.94290149247,737821.5316939525,425348272.7942813,418832575.98573816,1268.0
2083,4230243.135271469,2783655.8990756995,1446587.2361957699,0.0,18416860.08155023,21626378.050360207,66835.24265392855,42517.25759857404,42517.25759857404,759742.474595445,334031995.6741428,327621213.26964,1311.0
2084,3691897.7019822733,2555265.857570922,1136631.8444113524,0.0,17839396.93825006,22138288.129674472,62118.131259940405,33417.621326964276,33417.621326964276,802259.7321940187,310950937.0229432,304285656.2996999,1261.0
2085,4713713.963108567,3661116.6942523546,1052597.26885621,0.0,17285116.112425685,22631366.358221423,88031.66278671475,31059.065629970202,31059.065629970202,835677.3535209869,440215665.794118,434368313.93357384,1158.0
2086,5712776.47739072,4219645.353944453,1493131.1234462648,0.0,16818495.321452294,23010925.508275542,101491.01480002071,44015.83139335737,44015.83139335737,866736.4191509512,509407765.92466605,501835074.00010294,1124.0
2087,6591348.402515125,4873768.56732506,1717579.8351900554,0.0,16312064.296285952,23416763.47364562,117258.73399685966,50745.507400010356,50745.507400010356,910752.25054431,589770882.152675,580428669.9842986,1173.0
2088,5921914.161115199,3940742.9302681116,1981171.2308470872,0.0,14541857.847736694,25070930.18967523,97549.92845214286,58629.36699842983,58629.36699842983,961497.7579443182,506146874.61947626,481494642.2607128,1251.0
2089,7042074.904289696,5449372.123489845,1592702.780799849,0.0,14044074.665029526,25472336.797470167,133241.05904283287,48774.96422607143,48774.96422607143,1020127.1249427499,674534890.9539454,660120295.214161,1217.0
2090,5582982.600919279,3393484.574350285,2189498.0265689953,0.0,13336449.269220537,26047771.823724113,85628.83493985613,66620.52952141644,66620.52952141644,1068902.0891688191,428815669.41999245,422039174.69928014,1221.0
2091,4777426.912141578,3377244.4033750864,1400182.508766497,0.0,12801854.041664284,26497963.118908957,85896.9298575279,42814.41746992806,42814.41746992806,1135522.618690244,432857845.02194786,423604649.2876388,1176.0
2092,7463023.420358254,6063310.208642799,1399713.2117154575,0.0,12222853.256844837,26991970.998352423,151108.024761903,42948.46492876395,42948.46492876395,1178337.0361601703,761329072.500823,748815123.80951,1345.0
2093,11888058.539187782,9434134.553915588,2453923.9852721975,0.0,11621210.492043326,27444450.959799465,231371.57793274507,75554.0123809515,75554.0123809515,1221285.5010889254,1174902150.105445,1151122889.663726,1147.0
2094,22238874.10462667,18475426.57976943,3763447.5248572403,0.0,10885058.498780733,27951400.189842887,441123.75399498607,115685.78896637254,115685.78896637254,1296839.5134698807,2265968767.589235,2199058769.9749184,1312.0
2095,18016171.823286455,10837140.613062577,7179031.210223881,0.0,9897754.188066058,28503738.793487545,266686.3133851515,220561.87699749303,220561.87699749303,1412525.302436259,1371284748.9668636,1327381566.925757,1210.0
2096,7583027.850604406,3217604.7459956766,4365423.104608724,0.0,9190325.47982889,28946480.08982406,85076.58872201807,133343.15669257575,133343.15669257575,1633087.1794337446,434322843.64347833,419107943.61009073,1255.0
2097,4532439.312734731,3163026.1265456104,1369413.1861891225,0.0,8707291.462850079,29346336.074590687,84265.4212530795,42538.29436100904,42538.29436100904,1766430.3361263264,432138375.5792286,415272106.2653962,1211.0
2098,8263241.385328089,6908031.715700925,1355209.6696271591,0.0,7980159.103654559,29990451.082068764,178574.54990912144,42132.71062653975,42132.71062653975,1808968.6304873272,921387659.2163413,886437749.5456024,1287.0
2099,11268419.187207272,8409118.767419929,2859300.419787341,0.0,7453465.527893386,30340462.227760997,216933.96408340105,89287.27495456072,89287.27495456072,1851101.3411138668,1117657221.319374,1078359820.4170012,1262.0
2100,18753331.751507565,15291234.402726252,3462097.3487813086,0.0,6817150.648288396,30764322.420753166,384353.9525250647,108466.98204170052,108466.98204170052,1940388.616068427,2015073434.197444,1915834762.6253228,1187.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,0.0,4035000.0,0.0,0.0
2021,201306.37899083606,186993.5105227777,14312.868468058577,22960906.0,14435982.0,4212612.0,2197.9195585974962,484.1999999999982,322.80000000000115,0.0,4524597.792987475,4524597.792987475,1293.0
2022,295361.2171080991,256268.68193858594,39092.53516951343,22444158.0,14554894.283132687,4608717.79730871,3058.30223856102,1318.7517351584981,879.1678234389984,322.80000000000115,9188769.504214983,8771511.19280507,1304.0
2023,503951.65177449613,447206.26013942854,56745.39163506746,22040105.0,14585902.302766187,4979157.475436681,5225.827491906705,1834.9813431366151,1223.320895424405,1201.9678234389946,20323411.148851845,19834137.459533587,1259.0
2024,439940.12454783387,335735.8849999786,104204.23954785513,21428506.0,14824566.588478707,5347337.365722679,4171.644050787433,3135.4964951440224,2090.3309967626747,2425.288718863402,14171461.506233556,13988220.2539372,1374.0
2025,389455.5458633993,313961.10756551777,75494.43829788132,20839923.0,15029029.15431417,5727798.866234281,3998.6546955163335,2502.9864304724606,1668.6576203149732,4515.61971562611,13859391.19033767,13578273.477581644,1283.0
2026,447377.2653894154,377131.7587397782,70245.50664963746,20399820.0,15191775.49769641,6001641.105067152,4815.999438515314,2399.192817309801,1599.461878206524,6184.277335941075,18159715.641583882,17889997.19257675,1238.0
2027,916254.0138680364,831129.4801243244,85124.53374371237,19902536.0,15336409.467264809,6349929.136172287,10180.820277682502,2889.5996631092094,1926.3997754061315,7783.739214147611,45549892.283852845,44899101.38841247,1201.0
2028,776298.1777768523,587273.5295876056,189024.6481892477,18019521.0,16734637.519332446,6825003.263826869,7483.4351155886625,6108.492166609501,4072.328111073,9710.13898955374,31109864.900138605,30902175.57794349,1303.0
2029,683638.2169335495,549623.4322569286,134014.78467662042,17536969.0,16945553.572837714,7089623.7813308425,7141.113631088901,4490.0610693532235,2993.3740462354644,13782.467100626754,30088344.377277054,29825568.15544423,1176.0
2030,575253.312841889,449888.2758747456,125365.0369671431,16866307.0,17313502.023975853,7385592.626183819,6042.686381917529,4284.668178653337,2856.445452435537,16775.841146862145,23922351.26996223,23773431.909587756,1288.0
2031,643299.8460224423,541756.828572396,101543.0174500466,16310961.0,17577975.824571613,7670941.139206155,7234.470245756145,3625.611829150508,2417.0745527670215,19632.286599297662,30377985.660824463,30077351.228780743,1219.0
2032,1220631.3483544814,1097168.04839649,123463.29995799152,15681330.0,18039170.643707782,7832537.856987886,14245.511452075983,4340.682147453682,2893.7880983024475,22049.361152064652,64678384.89409463,64372557.260379754,1371.0
2033,2468676.632908745,2223575.473721845,245101.15918689713,15090554.0,18343839.272618804,8105012.724144718,27913.66066989617,8547.306871245562,5698.204580830388,24943.149250367263,134193978.44740577,133788303.34948088,1156.0
2034,2597212.1174836205,2112546.602937654,484665.5145459661,14442721.0,18720459.957070246,8348807.087797626,26866.58232063793,16748.19640193783,11165.464267958465,30641.35383119745,128229607.81861998,127727911.60318881,1321.0
2035,980770.7343169133,518327.7845327122,462442.94978420174,13729775.0,19133335.99685577,8622489.835554527,7268.339072081956,16119.949392382663,10746.632928255187,41806.81809915603,30143385.431152977,30051695.360409737,1258.0
2036,241931.01033261817,122708.9559813879,119222.05435123024,13084472.0,19548790.04673494,8845543.446603244,1946.240085635916,4361.003443249159,2907.3356288327936,52553.45102741127,2756969.4378388976,2736200.428179564,1399.0
2037,185814.27935394377,161511.97553707418,24302.303816869666,12548687.0,19916633.909820206,9012074.4123869,2529.0071863054764,1167.7440513815448,778.4960342543661,55460.786656243865,6198401.753959635,6060035.931527377,1317.0
2038,416291.7744186194,382220.185572068,34071.588846551516,11601256.0,20613745.159785625,9260378.279047504,5688.225420016222,1517.4043117832862,1011.6028745221869,56239.28269049842,22872584.555859033,22486127.100081015,1191.0
2039,394569.71604807005,308303.4791550444,86266.2368930256,11089616.0,20888682.619123448,9491814.67367792,4754.409829414185,3412.9352520097327,2275.290168006493,57250.88556502031,18059761.081549138,17857049.147070855,1183.0
2040,656416.9689751088,586293.4934577226,70123.47551738589,10429502.0,21360417.03304756,9675826.849924387,8831.773386790166,2852.64589764849,1901.763931765668,59526.17573302677,38346648.78191858,37918866.93395049,1248.0
2041,521586.5133391549,389401.22708468157,132185.2862544731,9741548.0,21849908.63722518,9865944.829188822,6077.0027999465765,5299.064032074067,3532.709354716045,61427.93966479243,23647146.800806154,23480013.999732867,1381.0
2042,538894.0971753786,449517.63958390465,89376.45759147398,9149056.0,22206348.65255296,10096427.137422275,7026.0311110813645,3646.201679967928,2430.801119978613,64960.64901950898,29324610.560863484,29180155.55540684,1190.0
2043,176836.0678780567,72994.26205357327,103841.80582448353,8570086.0,22490387.21492636,10384776.590849927,1255.0,4215.618666648836,2810.4124444325503,67391.4501394872,0.0,0.0,1255.0
2044,169778.2536345882,156650.7016599798,13127.551974608336,7952775.0,22881298.168974537,10610335.636801735,2588.0273376324767,753.0000000000001,501.99999999999994,70201.86258392021,6975510.412309863,6780136.688162328,1232.0
2045,183602.7259953357,149431.8794955537,34170.846499782,7215806.0,23398090.010844857,10828424.767593846,2542.627995118834,1552.8164025794824,1035.2109350529813,70703.86258392021,6628921.003631348,6483139.975594122,1246.0
2046,424121.6932677081,390748.3703293773,33373.32293833079,6599045.0,23768971.41547201,11072235.7349717,6352.655703985616,1525.576797071296,1017.051198047528,71739.07351897286,26421176.88635129,25758278.519928075,1201.0
2047,814940.3338478303,724586.4345001511,90353.8993476793,6078577.0,24058263.56463209,11297578.318084728,11503.355167617105,3811.5934223913728,2541.0622815942597,72756.12471702004,51340997.133616656,50956775.838085786,1312.0
2048,1265965.2882238512,1097934.005466866,168031.2827569854,5477462.0,24397616.07515822,11548258.000415105,17251.91472635881,6902.013100570298,4601.342067046874,75297.18699861492,80195214.55818027,79719573.63179395,1308.0
2049,1474260.4287105044,1222458.68813373,251801.7405767744,5006433.0,24591192.431977376,11808916.774855085,19369.995330791793,10351.148835815258,6900.765890543511,79898.52906566125,90495351.76474804,90009976.65395874,1368.0
2050,585085.1981521425,305896.956607465,279188.2415446773,4470746.0,24815761.480292864,12101193.925577004,5335.6478258913585,11621.997198475045,7747.998132316647,86799.29495620524,21031145.8670111,20943239.129456636,1147.0
2051,283645.7799952405,210612.97944512506,73032.80055011544,4076895.0,24925781.893089324,12380142.864954522,3793.2201168744364,3201.3886955347944,2134.259130356541,94547.2930885218,13466446.78025513,13301100.58437219,1133.0
2052,174272.32613366164,123572.56825904883,50699.7578746128,3629922.0,25014172.587410524,12735411.950516652,2340.848276726673,2275.932070124662,1517.2880467497744,96681.5522188783,5689290.8988446975,5594241.3836333975,1222.0
2053,209115.89733269453,180762.09375043277,28353.803582261702,3331938.0,25043698.848171785,13002030.477063982,3322.7327195203393,1404.508966036004,936.3393106906732,98198.84026562796,10993124.923084037,10573663.597601663,1208.0
2054,331913.97875585203,288201.0807083267,43712.89804752529,2889306.0,25205073.122096468,13280416.470419703,5266.48829060109,1993.6396317122092,1329.0930878081397,99135.1795763187,20466754.43762496,19807441.453005668,1305.0
2055,139475.2277116257,69982.66263059998,69492.5650810257,2448891.0,25303328.199924845,13617872.590166524,1386.5835863560735,3159.8929743606623,2106.595316240447,100464.2726641264,809646.5692034333,792917.931780356,1228.0
2056,226357.3372215664,211603.84258445122,14753.494637115093,2164771.0,25260727.02240341,13943658.243467296,3895.2912737459415,831.9501518136437,554.6334345424266,102570.86798036726,14045308.209915457,13551456.36872964,1185.0
2057,234169.3306047566,183313.22261018772,50856.10799456883,1846543.0,25308974.02105205,14210204.731377933,3518.711527155005,2337.174764247557,1558.1165094983821,103125.50141490989,11340323.146818934,10883557.635774912,1342.0
2058,396444.8613298705,352043.42492847634,44401.43640139413,1527763.0,25281171.15915392,14553846.062829152,6597.373938833904,2111.22691629299,1407.4846108619893,104683.61792440825,27511388.296466168,26736869.694169622,1250.0
2059,454051.7846158618,367597.3223734551,86454.4622424066,1229209.0,25302408.658360504,14825146.1896836,6986.121834776386,3958.4243633003307,2638.949575533566,106091.10253527014,29516214.265584014,28730609.173882145,1240.0
2060,540417.2418914535,449506.20847142034,90911.03342003337,846380.0,25324278.5961648,15179661.14177513,8513.004302393194,4191.673100865832,2794.4487339105685,108730.05211080353,37263212.24780151,36305021.51196601,1252.0
2061,609159.8210623572,497049.46837589465,112110.35268646275,626204.0,25245989.059357077,15470172.92338212,9457.719920785634,5107.8025814359125,3405.2017209572928,111524.50084471365,41974158.000844024,41178599.603928335,1222.0
2062,558177.4162158051,433746.74029468215,124430.67592112288,547321.0,25038436.13121358,15747745.146846296,8404.134563344545,5674.631952471358,3783.0879683142616,114929.70256567128,37458433.54159162,36605672.81672286,1083.0
2063,750057.4719048676,640679.7322759833,109377.73962888434,431669.0,24759758.337951094,16134251.523213865,12233.241372213499,5042.480738006758,3361.653825337837,118712.79053398593,57043854.43220765,55176206.861067384,1198.0
2064,1166959.662656301,1006170.3431832824,160789.31947301896,314873.0,24544496.28269969,16454665.337092886,18856.821403808895,7339.944823328095,4893.296548885402,122074.44435932382,90567502.34896433,88224107.0190447,1212.0
2065,2075854.8234749371,1825994.318316269,249860.50515866824,263665.0,24335439.547944404,16696741.328498373,33341.01300980251,11314.09284228532,7542.728561523585,126967.74090820916,164066947.40001702,160240065.04901403,1293.0
2066,937808.2839564766,493347.27390956617,444461.0100469103,205987.0,24105341.895011056,16951815.896829754,9862.919240580812,20004.60780588164,13336.40520392108,134510.46946973266,43248566.161587,42314596.20290376,1400.0
2067,175606.4065892919,49610.510746375025,125995.89584291668,179049.0,23835940.593110096,17239056.508760087,1154.1201870746152,5917.75154434845,3945.1676962323177,147846.87467365342,31420.71254833316,30600.935373068543,1148.0
2068,60912.655004260494,50810.037676185195,10102.617328075301,135751.0,23485714.220586788,17632017.76109637,1220.8581681983856,692.4721122447678,461.6480748298452,151792.0423698864,256203.7328048269,219290.84099195435,1177.0
2069,71658.03916632333,61473.227782644695,10184.811383678625,85850.0,23188434.92867461,17978638.30903102,1485.9874790309505,732.5149009190338,488.3432672793569,152253.6904447154,806931.0709193938,699937.3951547738,1346.0
2070,132829.59951271513,120155.05837506747,12674.541137647515,54515.0,22930564.900045052,18267090.350181542,2735.7727405641913,891.592487418569,594.3949916123819,152742.03371199567,8093628.618661647,6818863.70282094,1372.0
2071,226011.76749328827,197194.8201196319,28816.94737365621,24746.0,22686019.64743804,18539379.093156945,4384.825265383376,1641.463644338516,1094.3090962256763,153336.42870360694,17424799.670347728,15414126.326917008,1302.0
2072,181695.17167368598,131679.24954675406,50015.92212693193,19162.0,22393149.35280463,18834162.426998135,3056.7547437448534,2630.895159230041,1753.930106153361,154430.73779983365,9891895.999307157,8973773.718724266,1262.0
2073,250445.2623142544,216752.9272651694,33692.335049084846,16360.0,22112003.383110043,19115741.020434245,4871.755544443724,1834.0528462469188,1222.701897497937,156184.66790598634,20462301.747318145,18533777.722218517,1165.0
2074,437517.1963870946,380458.3540982426,57058.8422888521,7625.0,21803143.807445172,19429178.84055436,8270.086635781683,2923.0533266662287,1948.702217777488,157407.3698034845,39452598.58244889,35535433.178908356,1163.0
2075,753425.179496647,651984.1817141097,101440.99778253678,2559.0,21489423.844585057,19740456.65371183,13781.823770594143,4962.051981469011,3308.0346543126593,159356.0720212616,66307595.13405215,62184118.85297029,1345.0
2076,681494.1498730578,507692.564365579,173801.5855074799,1749.0,21240720.148099303,19977031.575557675,10878.782131637658,8269.09426235646,5512.729508237659,162664.10667557546,51721361.9427746,49098910.65818804,1059.0
2077,518559.87968261086,379827.9229060673,138731.95677654343,539.0,20960197.35524652,20248491.615557186,8395.85482806501,6527.269278982583,4351.512852655052,168176.83618381244,37453124.849963136,36149274.14032481,1166.0
2078,938018.6967354224,833224.8547537198,104793.84198170256,183.0,20673332.97296343,20528068.55231249,17612.817564384983,5037.512896838972,3358.3419312259757,172528.34903646712,87463026.29608582,81914087.82192433,1230.0
2079,745153.276282405,517684.2851434005,227468.9911390044,0.0,20381509.86466275,20803294.355343703,11321.86422881764,10567.690538630997,7045.127025753961,175886.69096769375,53230555.68813955,50179321.144088544,1286.0
2080,533557.4710882729,389055.10096701345,144502.3701212593,0.0,20117716.326031663,21056568.33074817,8777.67039774593,6793.1185372905775,4528.745691527056,182931.8179934472,39726884.58585141,37608351.98872969,1256.0
2081,454653.8263131255,345279.2549028945,109374.5714102311,0.0,19843238.316607025,21323115.750274777,7855.932145596791,5266.602238647552,3511.0681590983872,187460.5636849743,35732024.31571195,33529660.727984186,1150.0
2082,675540.0841169788,576841.1316304829,98698.95248649608,0.0,19375967.198724147,21783258.006268013,12817.281663689479,4713.559287358082,3142.3728582387434,190971.6318440733,60994867.5899003,57746408.318447255,1268.0
2083,552506.2387404805,388601.5091258566,163904.72961462365,0.0,18997955.542736977,22149345.827523123,8986.403939252887,7690.368998213676,5126.912665475771,194114.00470231156,40311381.03407072,38377019.69626426,1311.0
2084,428458.3973865514,317130.12694324093,111328.27044331061,0.0,18445517.583211314,22693706.86265085,7524.036574780714,5391.842363551722,3594.5615757011215,199240.91736778675,33460858.41654182,31315182.873903584,1261.0
2085,480996.5935972042,389716.82355760655,91279.77003959725,0.0,17913889.80015124,23218703.41987463,9114.842897345314,4514.421944868428,3009.614629912303,202835.4789434889,42663152.69852358,39784214.48672671,1158.0
2086,498975.1625219958,385148.0176610556,113827.14486093997,0.0,17497785.90073813,23626500.7119218,9088.569105699375,5468.905738407189,3645.9371589381394,205845.09357339964,42227945.96211797,39822845.52849676,1124.0
2087,494829.99516374775,381823.4076420162,113006.58752173088,0.0,17055124.305267453,24060859.226961132,9121.02464903256,5453.1414634196335,3635.4276422797598,209491.03073233884,42293964.3659001,39740123.245162755,1173.0
2088,388219.05570336507,276105.59475133754,112113.46095202774,0.0,15290449.434180696,25817249.93658733,6947.224088223889,5472.6147894195465,3648.4098596130166,213126.4583746193,31541908.780887865,28481120.441119485,1251.0
2089,411926.9875553945,332424.8409384581,79502.14661693618,0.0,14855549.91007992,26246190.236599904,8279.685852738969,4168.334452934333,2778.8896352895563,216774.86823423192,38447032.129720904,35313429.263694756,1217.0
2090,292020.89477589144,195574.67393251945,96446.22084337186,0.0,14223767.128537657,26870614.541880235,5170.906529085972,4967.811511643354,3311.8743410955676,219553.75786952,21354485.319913357,19749532.64542999,1221.0
2091,240921.85530495457,184534.3476823309,56387.50762262382,0.0,13725128.545285366,27364979.965648726,4926.602578514867,3102.543917451597,2068.3626116344058,222865.6322106171,20937015.84957221,18753012.892574344,1176.0
2092,342032.44551012287,288504.08942779206,53528.3560823311,0.0,13180789.736493258,27905262.171862513,7528.891345743808,2955.961547108939,1970.6410314059478,224933.99482225094,34990540.15867328,30919456.728719085,1345.0
2093,462187.04354959726,378525.7836810025,83661.25986859473,0.0,12678599.869709644,28400929.45554665,9658.436291044283,4517.3348074463165,3011.5565382975497,226904.63585365628,46967191.315274976,42557181.45522118,1147.0
2094,732147.9097624728,620952.8230529794,111195.08670949312,0.0,12100922.578005271,28969875.41303342,15453.523078289032,5795.061774626528,3863.374516417706,229916.1923919544,76027695.80756049,70707615.3914452,1312.0
2095,503849.1949209547,322894.39952285,180954.7953981045,0.0,11441754.082944825,29614656.989196517,8513.464680063376,9272.113846973465,6181.409231315607,233779.5669083724,38692197.282123305,36517323.40031714,1210.0
2096,201910.28703644016,106915.00951891471,94995.27751752546,0.0,10883269.07756923,30165609.766540803,3305.1305890777176,5108.078808038035,3405.385872025381,239960.97613968718,11188376.820727354,10250652.945388604,1255.0
2097,136201.92919694763,107116.3567861381,29085.572410809604,0.0,10397493.393699836,30649128.319821276,3302.501476783879,1983.0783534466327,1322.0522356310921,243366.36201171373,13482282.063426683,10457507.3839193,1211.0
2098,231799.03439536583,202066.18202631193,29732.85236905397,0.0,9612469.236083744,31431830.34551264,5847.212992715164,1981.5008860703142,1321.000590713549,244688.41424734384,29043806.341492027,22801064.963575788,1287.0
2099,271526.33878461906,213494.66474285672,58031.67404176239,0.0,9180593.666330798,31858941.25903503,6195.055603230065,3508.3277956290826,2338.885197086069,246009.41483805835,29508012.72791679,24665278.016150452,1262.0
2100,393945.80765555217,332319.8844797472,61625.92317580515,0.0,8653876.784044338,32380543.09908199,9266.087851166509,3717.0333619380503,2478.0222412920407,248348.30003514345,46487242.489559166,40395439.25583268,1187.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,0.0,4035000.0,0.0,0.0
2021,204787.5063488393,194052.8549977956,10734.65135104394,22960906.0,14435982.0,4212612.0,1971.689668948122,564.8999999999982,242.0999999999991,0.0,3393448.344740628,3393448.344740628,1293.0
2022,263711.1344723653,238484.6073233145,25226.527149050762,22444158.0,14555109.962349458,4608728.347981546,2476.6844261858623,1380.1827682636847,591.5069006844391,242.0999999999991,6176365.8644867195,5863422.130929362,1304.0
2023,389019.5077744904,356363.8711391699,32655.636635320163,22040105.0,14586678.73911748,4979188.886787408,3653.3497462114005,1733.6790983301066,743.0053278557608,833.6069006844374,12332242.855460849,11971748.731056996,1259.0
