years,Objective,Costs,Damages,J,Y,M,I,Harvest,Redsnag,Greysnag,B,B_SDD,I_LDD
2048,206198.97018528654,175736.76317159488,30462.20701369153,5477462.0,24062445.348790172,11464825.196599495,3000.498541745709,656.0,656.0,308549.0967994572,8635985.59300397,8462492.708728567,1308.0
2049,293328.7826169453,215392.424009421,77936.35860752447,5006433.0,24278528.853572745,11717228.281095548,3779.2090216939005,1500.2492708728546,1500.2492708728546,309205.0967994572,12227210.216497948,12056045.108469471,1368.0
2050,406353.2945792426,309891.7767239143,96461.51785532825,4470746.0,24525432.631230358,12002761.523510976,5378.566699757128,1889.6045108469502,1889.6045108469502,310705.34607033234,21519093.947502702,21157833.49878559,1147.0
2051,627492.582869251,485827.6315958053,141664.95127344521,4076895.0,24643583.9017153,12273536.686326297,8307.523140604144,2689.283349878564,2689.283349878564,312594.950581178,36415418.803590514,35872615.70302082,1133.0
2052,752475.2571727106,529425.5561865658,223049.70098614506,3629922.0,24735657.071578108,12620608.993322851,9127.6123983469,4153.761570302072,4153.761570302072,315284.23393105704,39968094.22274016,39528061.99173456,1222.0
2053,1354770.5150237363,1111167.8385348471,243602.67648888935,3331938.0,24765275.00630227,12880355.033262579,18451.20936832856,4563.80619917345,4563.80619917345,319437.99550135987,87366091.31261072,86216046.8416425,1208.0
2054,869565.1791137839,362711.02323447523,506854.1558793084,2889306.0,24918015.58044854,13152246.5946422,6518.139001728985,9225.60468416428,9225.60468416428,324001.8017005323,26381187.37006538,26065695.008645047,1305.0
2055,1141444.0207878945,972030.3542295577,169413.66655833763,2448891.0,25023522.955310434,13481203.649168978,16528.102690037478,3259.0695008644925,3259.0695008644925,333227.4063846973,77623898.65043639,76500513.45018768,1228.0
2056,1058069.8141747098,607682.6755331177,450387.1386415919,2164771.0,24973953.98910388,13798824.179764705,10697.949963483505,8264.051345018739,8264.051345018739,336486.4758855612,48284694.98638323,47564749.81741779,1185.0
2057,722034.1362859271,435534.60009642964,286499.5361894975,1846543.0,25021505.17983636,14059260.039068654,7902.599489852481,5348.974981741752,5348.974981741752,344750.5272305811,33292588.673375793,32802997.44926237,1342.0
2058,357263.216301318,149858.55474564133,207404.66155567675,1527763.0,24998915.86731298,14393309.320816958,2969.8558107658096,3951.2997449262407,3951.2997449262407,350099.5022123216,8733257.564560173,8599279.053829027,1250.0
2059,129769.57644685243,59569.905159546004,70199.67128730644,1229209.0,25030301.050297428,14658089.282021556,1290.2159697765364,1484.9279053829048,1484.9279053829048,354050.8019572483,260006.1601403375,251079.84888269208,1240.0
2060,96383.8487532747,72654.86490004558,23728.983853229136,846380.0,25067714.620786678,15002757.412077257,1537.2223036758764,645.1079848882682,645.1079848882682,355535.72986263037,1567626.1471484364,1426111.5183793958,1252.0
2061,86616.92408787046,55482.28553615272,31134.63855171775,626204.0,25002559.387423903,15287109.07637258,1230.5232314401596,768.6111518379382,768.6111518379382,356180.83784751734,45607.647532323586,42616.157200787406,1222.0
2062,191401.6062909826,169405.9953389934,21995.6109519892,547321.0,24809578.725039892,15558336.250096643,3333.0229128006963,615.2616157200798,615.2616157200798,356949.4489993584,12224096.310849387,11250114.56400347,1083.0
2063,131656.89164299564,53483.00297844958,78173.88866454604,431669.0,24542858.99557624,15937952.956647525,1198.0,1666.5114564003482,1666.5114564003482,357564.71061507665,0.0,0.0,1198.0
2064,136582.0693536989,114895.91044273206,21686.15891096698,314873.0,24344557.223557387,16252442.241406908,2401.525706474798,599.0,599.0,359231.22207147686,6699484.788167929,5947628.532374012,1212.0
2065,281538.00066849124,228829.5660303053,52708.434638186096,263665.0,24156819.606430985,16489651.33282674,4585.069953887931,1200.762853237399,1200.762853237399,359830.22207147686,18180427.926335305,16460349.769439666,1293.0
2066,471892.2313065483,361977.73718708823,109914.49411946014,205987.0,23958687.616425492,16741507.405043634,7167.363175149073,2292.5349769439654,2292.5349769439654,361030.98492471344,30594707.025458068,28836815.87574542,1400.0
2067,990877.9352184669,815028.9956738204,175848.93954464656,179049.0,23696558.262947954,17024167.457318425,15410.319965352612,3583.6815875745365,3583.6815875745365,363323.51990165777,74173539.65457778,71311599.826763,1148.0
2068,924245.7842923568,528336.1293141353,395909.6549782213,135751.0,23337825.557201046,17411400.236730907,10375.003136310024,7705.159982676306,7705.159982676306,366907.2014892332,47702940.7410147,45990015.68154996,1177.0
2069,313915.8249627322,53737.76048482944,260178.0644779026,85850.0,23036279.188130736,17753146.90820261,1346.0,5187.501568155012,5187.501568155012,374612.3614719079,0.0,0.0,1346.0
2070,90459.4822975256,69448.12237368194,21011.359923843593,54515.0,22784624.14077178,18035523.95556153,1704.6377836403917,673.0,673.0,379799.8630400648,1988523.972444235,1663188.918201929,1372.0
2071,156980.6753615152,127513.68131876232,29466.994042752904,24746.0,22545174.51012566,18303746.948423892,2914.386783546888,852.3188918201959,852.3188918201959,380472.8630400648,9520940.675104158,8061933.917734463,1302.0
2072,232102.38448429477,172111.98247999095,59990.40200430368,19162.0,22257376.225156356,18594926.346732173,3804.934374604384,1457.193391773444,1457.193391773444,381325.18193188345,14605661.600191558,12714671.873022042,1262.0
2073,214439.81179822105,129462.46705194026,84977.34474628085,16360.0,21980779.341982838,18871208.512513153,2998.6838994129293,1902.467187302192,1902.467187302192,382782.3753236582,10107295.531967646,9168419.497064605,1165.0
2074,105121.69289910217,41727.09062253449,63394.60227656767,7625.0,21677251.12925339,19181190.041343186,1182.7049849461175,1499.3419497064647,1499.3419497064647,384684.8425109597,112168.41194077955,98524.9247305728,1163.0
2075,76422.80334329249,60964.32263024421,15458.480713048193,2559.0,21373943.49806749,19489138.967544068,1620.1269949964435,591.3524924730588,591.3524924730588,386184.1844606682,1862431.981551235,1375634.9749822007,1345.0
2076,64710.45813675794,39009.62984668129,25700.828290076588,1749.0,21141032.716124915,19722057.540560592,1059.0,810.0634974982217,810.0634974982217,386775.5369531379,0.0,0.0,1059.0
2077,75952.19267221987,60055.5176711894,15896.675001030495,539.0,20873482.14642335,19990354.11026192,1579.9774033601277,529.5,529.5,387585.60045063647,2671836.3260577465,2069887.016800638,1166.0
2078,76742.22596344756,50014.19507587494,26728.03088757263,183.0,20596215.025413986,20267142.928108573,1431.4935931256423,789.9887016800639,789.9887016800639,388115.10045063647,1308157.3231551407,1007467.9656282342,1230.0
2079,70045.09107046432,49559.48285678793,20485.60821367636,0.0,20322450.513204955,20540470.94672442,1415.6587863154396,715.7467965628211,715.7467965628211,388905.08915231965,924751.6535047096,648293.9315772026,1286.0
2080,102589.14413525829,82190.02793949352,20399.11619576476,0.0,20069649.793324478,20792654.0078193,2195.2455510146233,707.8293931577198,707.8293931577198,389620.83594887966,6786112.857191397,4696227.755073156,1256.0
2081,104161.97846048576,66574.6118659198,37587.366594566,0.0,19807264.39196059,21053690.16363239,1791.2507368011707,1097.6227755073116,1097.6227755073116,390328.66534203815,4179477.031915627,3206253.684005855,1150.0
2082,79494.8600082002,48140.662433073354,31354.197575126862,0.0,19358372.780030604,21501517.61556482,1471.4925189520957,895.6253684005853,895.6253684005853,391426.2881175444,1286257.3513101619,1017462.5947604867,1268.0
2083,123281.41591599003,103774.45453686554,19506.961379124536,0.0,18996994.925469387,21862304.977607127,2745.89828037802,735.7462594760478,735.7462594760478,392321.91348594544,10578685.223107085,7174491.401890061,1311.0
2084,108006.61195759712,58181.289108002646,49825.32284959445,0.0,18461440.847380057,22396009.18641757,1743.3804485057524,1372.94914018901,1372.94914018901,393057.65974542365,3033096.8564167037,2411902.242528792,1261.0
2085,228206.4938702452,202747.0879796199,25459.40589062551,0.0,17942205.77349567,22914383.28944933,4848.970053958824,871.6902242528762,871.6902242528762,394430.608885611,24778249.885392576,18454850.269794095,1158.0
2086,139695.41895480317,33312.50340981319,106382.91554498998,0.0,17536466.363015514,23316091.71704198,1124.0,2424.485026979412,2424.485026979412,395302.29910986277,0.0,0.0,1124.0
2087,83474.91959624336,71108.71808272188,12366.201513521548,0.0,17104572.525346287,23747633.583344564,2046.0502163939566,562.0,562.0,397726.78413684515,6868437.029588372,4365251.081969828,1173.0
2088,82516.83634877879,49467.942725388326,33048.89362339045,0.0,15355946.9739431,25495038.232543956,1614.778599205835,1023.0251081969783,1023.0251081969783,398288.78413684515,2551718.918751493,1818892.9960291937,1251.0
2089,73187.41518886389,52369.615926524646,20817.799262339253,0.0,14927986.903047215,25922365.185433708,1696.300271969639,807.3892996029175,807.3892996029175,399311.80924504093,3430381.0161167504,2396501.359848205,1217.0
2090,56263.40148792745,33585.33041537126,22678.071072556224,0.0,14304847.336675122,26544711.818877514,1221.0,848.1501359848195,848.1501359848195,400119.19854464254,0.0,0.0,1221.0
2091,44791.33865204141,32586.18663156485,12205.152020476533,0.0,13809994.29950857,27039239.85782519,1176.0,610.5,610.5,400967.34868062916,0.0,0.0,1176.0
2092,52161.01870353221,40002.11662620511,12158.902077327068,0.0,13267928.640051043,27580994.517282557,1460.867346189418,588.0,588.0,401577.84868062916,981020.9845544099,579336.7309470918,1345.0
2093,106231.10929537128,91032.0584981163,15199.050797255037,0.0,12770662.743015755,28077794.546971682,2671.0991211945516,730.433673094709,730.433673094709,402165.84868062916,12391553.190093236,7620495.605972704,1147.0
2094,187603.24758555446,142965.9371672242,44637.31041833019,0.0,12197300.265895803,28649402.705660548,4028.897770383599,1335.5495605972758,1335.5495605972758,402896.2823537232,17336807.98288866,13584488.851917932,1312.0
2095,249449.71381270935,176537.25761663742,72912.45619607193,0.0,11545961.446773097,29297775.475182265,4819.863569149189,2014.4488851917995,2014.4488851917995,404231.83191432053,21943854.514667954,18049317.845746033,1210.0
2096,301729.5730120519,208847.6545124828,92881.91849956916,0.0,10987475.343813421,29852418.19844634,5708.22653296892,2409.9317845745945,2409.9317845745945,406246.2807995128,26141097.964185055,22266132.664844517,1255.0
2097,139160.66494792857,29020.892362066923,110139.77258586159,0.0,10495953.890523253,30339289.90672234,1236.8615626642193,2854.11326648446,2854.11326648446,408656.21258408716,151329.81838205436,129307.81332111266,1211.0
2098,38594.63705559152,28906.44157250916,9688.195483082338,0.0,9705486.3491001,31129498.586583063,1287.0,618.4307813321096,618.4307813321096,411510.32585057133,0.0,0.0,1287.0
2099,65898.04929248015,56806.35762451123,9091.691667968958,0.0,9274745.6878767,31560030.247806467,2107.2475107113883,643.5,643.5,412128.75663190195,8414200.406854644,4226237.553556956,1262.0
2100,48154.35432209379,24172.89402745052,23981.46029464325,0.0,8747750.141391462,32086000.353368063,1187.0,1053.6237553556941,1053.6237553556941,412772.25663190195,0.0,0.0,1187.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,0.0,4035000.0,0.0,0.0
2021,168468.55932112725,146113.6098713633,22354.949449764,22960906.0,14435982.0,4212612.0,1550.6178898646624,484.1999999999982,322.80000000000115,0.0,1288089.4493233266,1288089.4493233266,1293.0
2022,295472.03562615643,258794.6027257645,36677.43290039186,22444158.0,14555511.396623623,4608747.985486481,2647.322558928383,930.3707339187974,620.2471559458648,322.80000000000115,7180385.920166102,6716612.794641827,1304.0
2023,256217.17954120348,183985.70514709514,72231.47439410805,22040105.0,14586903.93377689,4979214.125774263,1957.3625017532615,1588.3935353570257,1058.9290235713438,943.0471559458628,3592378.082367582,3491812.5087663042,1259.0
2024,375795.60087226913,324999.5405407229,50796.060331546236,21428506.0,14828663.755076546,5347566.942957856,3450.013073289182,1174.4175010519618,782.9450007013045,2001.9761795172196,10685761.011431888,10380065.366445828,1374.0
2025,660654.1842204392,569847.9634155552,90806.22080488381,20839923.0,15033698.458423486,5728180.706809752,5876.458650020749,2070.0078439735075,1380.005229315664,2784.92118021852,23549624.07778582,22967293.250103846,1283.0
2026,1357245.3086911011,1192537.270363997,164708.0383271037,20399820.0,15194436.20160676,6002154.207170461,11869.80096276586,3525.875190012463,2350.5834600083053,4164.9264095341805,53728548.05371098,53159004.81382938,1238.0
2027,910582.216353924,564295.6341693891,346286.5821845353,19902536.0,15332062.601788562,6350396.006401303,5977.973297375118,7121.8805776594845,4747.920385106348,6515.50986954246,24042739.2952639,23884866.486875538,1201.0
2028,959137.6548760252,793259.4650315561,165878.18984446878,18019521.0,16734362.527173517,6825601.107719034,8355.313438191293,3586.78397842508,2391.189318950052,11263.430254648862,35550878.645729005,35261567.190956175,1303.0
2029,1279599.207818764,1047758.0428422469,231841.16497651732,17536969.0,16944434.68717921,7090193.643074836,11013.989243817521,5013.188062914762,3342.1253752765056,13654.619573598866,49614868.22244834,49189946.21908762,1176.0
2030,1849528.5260119513,1544797.212298902,304731.3137130481,16866307.0,17308482.733523987,7386190.472702763,16117.299373878974,6608.393546290533,4405.5956975270265,16996.7449488753,74485968.59416004,74146496.86939444,1288.0
2031,2392039.8940167213,1948294.7710822164,443745.1229345035,16310961.0,17563146.91990053,7671273.986952383,20259.43182384503,9670.379624327397,6446.919749551591,21402.340646402427,95672363.00516501,95202159.11922497,1219.0
2032,883036.3597459735,326535.9410769426,556500.4186690311,15681330.0,18011623.32458364,7832564.158904139,3897.0004712212913,12155.659094307066,8103.77272953799,27849.26039595403,12663999.100388061,12630002.356106484,1371.0
2033,426724.8162100642,333172.6880223615,93552.12818770288,15090554.0,18327096.63604484,8104582.857119084,3988.4463702062785,2338.2002827327815,1558.8001884885211,35953.03312549188,14268611.909362804,14162231.851031315,1156.0
2034,828748.8067485631,732067.861282209,96680.94546635411,14442721.0,18727427.24333142,8348575.8140165815,8451.078458757782,2393.0678221237617,1595.3785480825072,37511.83331398038,36102076.43816001,35650392.293788895,1321.0
2035,632996.8160377577,420562.5875825159,212434.22845524142,13729775.0,19158322.336092938,8622657.222713728,5076.087464610345,5070.647075254675,3380.4313835031007,39107.21186206303,19224749.861928586,19090437.323051583,1258.0
2036,955270.3646758252,831786.7992315084,123483.56544431704,13084472.0,19575511.503915664,8846167.967426484,9773.910472793721,3045.652478766202,2030.4349858441285,42487.64324556594,42336342.44112402,41874552.3639686,1399.0
2037,1460597.342746885,1217975.4960333644,242621.84671352073,12548687.0,19935118.44863548,9013108.30590589,14165.09147785973,5864.3462836762055,3909.5641891174814,44518.07823141022,64787621.514034234,64240457.38929811,1317.0
2038,709838.1546914268,356336.5650888707,353501.589602556,11601256.0,20620425.767520882,9261584.895542638,4490.226089224109,8499.054886715787,5666.036591143895,48427.64242052769,16572876.75449958,16496130.44612062,1191.0
2039,516834.8902889756,410868.0370797478,105966.85320922801,11089616.0,20896263.8170191,9493318.737892576,5204.105897831149,2694.1356535344808,1796.090435689648,54093.67901167155,20271160.823918916,20105529.489155766,1183.0
2040,565010.2142701996,442942.10286458494,122068.11140561472,10429502.0,21367211.712985404,9677667.736028606,5683.069763877422,3122.46353869869,2081.6423591324674,55889.76944736138,22427450.728261605,22175348.81938698,1248.0
2041,666161.2028073315,535224.9916781967,130936.21112913506,9741548.0,21859711.48260449,9867927.661337074,6844.086037922645,3409.841858326449,2273.2279055509675,57971.41180649387,27564047.6065613,27315430.189613245,1381.0
2042,1217523.7157266382,1058471.8077467626,159051.90797987682,9149056.0,22215165.767069377,10098628.428004984,13139.013021686536,4106.451622753557,2737.634415169056,60244.63971204484,60053235.987477,59745065.108432606,1190.0
2043,396611.83684774605,84974.8726273863,311636.9642203597,8570086.0,22492893.173086178,10387176.054804744,1255.0,7883.4078130119005,5255.60520867457,62982.274127213444,0.0,0.0,1255.0
2044,216829.07303589312,196316.1205080765,20512.95252781658,7952775.0,22883574.333712935,10612964.894177975,2694.5115081514964,753.0000000000001,501.99999999999994,68237.87933588817,7523262.543517194,7312557.5407575015,1232.0
2045,433638.60252309183,377723.1558263557,55915.446696736486,7215806.0,23400048.02393064,10831265.692452013,5062.097267048929,1616.7069048908947,1077.8046032605994,68739.87933588817,19504111.3297582,19080486.33524469,1246.0
2046,389652.6396800717,277914.97534868115,111737.66433139046,6599045.0,23768472.674895186,11075013.944220591,3878.212300211154,3037.258360229366,2024.8389068195827,69817.68393914908,13616654.844871663,13386061.501055716,1201.0
2047,173504.49566454376,90534.65652260854,82969.83914193526,6078577.0,24060158.187664956,11300437.662643604,1312.0,2326.927380126681,1551.2849200844603,71842.52284596859,0.0,0.0,1312.0
2048,211434.08982158825,187064.3242106349,24369.76561095323,5477462.0,24409637.026220743,11551177.836408181,2662.244278260563,787.2000000000003,524.8000000000018,73393.8077660533,6910014.956462476,6771221.391302818,1308.0
2049,263765.07996186306,209060.43360535972,54704.64635650327,5006433.0,24617384.478248987,11812255.186241789,3081.3518519329,1597.3465669563348,1064.8977113042208,73918.60776605275,8677522.961785778,8566759.259664534,1368.0
2050,327652.0489400184,266301.1738006843,61350.87513933393,4470746.0,24857562.80801049,12105211.59345293,3901.757866969323,1848.8111111597402,1232.5407407731673,74983.50547735726,14033206.091244709,13773789.334846508,1147.0
2051,444309.8605688239,364014.9440661405,80294.91650268366,4076895.0,24968251.39156022,12384926.25203625,5280.6466685626365,2341.0547201815775,1560.7031467877157,76216.0462181306,21130434.449425668,20738233.342813022,1133.0
2052,465214.1498179273,353904.6985364152,111309.45128151204,3629922.0,25054050.677469235,12741299.319458675,5223.954269399633,3168.3880011375677,2112.2586674250374,77776.74936491808,20321123.020635135,20009771.346998192,1222.0
2053,742995.5388596336,634563.4582515374,108432.08060809658,3331938.0,25080120.811344553,13008492.976953797,9041.637316023865,3134.3725616397687,2089.5817077598585,79889.00803234283,39986948.21934433,39168186.580119126,1208.0
2054,409940.85331540793,213581.82855630756,196359.0247591004,2889306.0,25235348.15218489,13287308.019830702,3339.605283070437,5424.982389614305,3616.654926409519,81978.58974010308,10340675.61251898,10173026.415352158,1305.0
2055,572539.9210331108,507411.3531303104,65128.56790280054,2448891.0,25334699.050605763,13625593.516126812,7433.332722174934,2003.7631698422626,1335.8421132281715,85595.2446665127,31780929.77849134,31026663.610874802,1228.0
2056,459083.38962797483,300076.6758230639,159006.71380491083,2164771.0,25285511.509897333,13951918.808076685,4592.953324304886,4459.999633304976,2973.3330888699757,86931.08677974105,17368298.426080223,17039766.62152434,1185.0
2057,320700.5133794461,225776.47140177444,94924.04197767185,1846543.0,25332566.56402176,14218955.80062804,3568.933774373452,2755.771994582917,1837.1813297219499,89904.41986861076,11428518.527645154,11134668.871867182,1342.0
2058,180408.98450142983,109502.68496916452,70906.29953226527,1527763.0,25304017.642085627,14563293.207478965,1863.9237810131112,2141.360264624062,1427.5735097493746,91741.60119833257,3151110.3389431955,3069618.9050655337,1250.0
2059,102847.59274082024,70713.04627344062,32134.546467379652,1229209.0,25329387.482827812,14835194.442955658,1264.8407383674926,1118.35426860786,745.5695124052415,93169.17470808192,130259.12793106122,124203.69183744838,1240.0
2060,102510.85209755228,84076.93762299274,18433.914474559584,846380.0,25356067.19407591,15190620.900538411,1475.292531116898,758.9044430204951,505.9362953469969,93914.74422048745,1229347.91467283,1116462.6555844836,1252.0
2061,90672.54845945264,67092.25750886157,23580.29095059105,626204.0,25283724.479832254,15482221.320581002,1228.5380165166875,885.1755186701397,590.11701244676,94420.68051583445,35008.92609329263,32690.08258345008,1222.0
2062,191781.02469226625,174226.99045751666,17554.034234749433,547321.0,25082867.319990803,15761326.952131618,2880.1401185062687,737.1228099100124,491.41520660667476,95010.7975282814,9763988.353053747,8985700.592531275,1083.0
2063,117668.51694381399,64768.45051919153,52900.06642462247,431669.0,24808311.821988724,16149232.3100152,1198.0,1728.0840711037579,1152.0560474025033,95502.21273488764,0.0,0.0,1198.0
2064,141024.23027814628,123675.30314937267,17348.927128773583,314873.0,24602506.373672895,16471224.75833097,2168.149467561281,718.8000000000009,479.1999999999982,96654.26878229005,5359805.104486847,4780747.337806456,1212.0
2065,253572.65739849006,216445.19484776317,37127.46255072698,263665.0,24408287.03519162,16715148.947344743,3668.1228095188685,1300.8896805367772,867.2597870245144,97133.46878229044,13125285.789023722,11875614.047594385,1293.0
2066,368672.37819211575,300367.4341779334,68304.94401418231,205987.0,24205416.951372124,16972656.908354763,5069.759775132615,2200.873685711338,1467.2491238075554,98000.72856931426,19575240.5189319,18348798.875662934,1400.0
2067,663505.6939175556,567205.1740767648,96300.51984079035,179049.0,23938095.904362258,17262602.22355923,9155.785742132743,3041.85586507956,2027.9039100530354,99467.97769312197,41961030.09223866,40038928.7106638,1148.0
2068,507410.92097301054,322363.397867614,185047.52310539674,135751.0,23577079.609664317,17658374.111343972,5496.019267342759,5493.471445279661,3662.314296853113,101495.88160317516,22672526.959831208,21595096.33671382,1177.0
2069,170969.90550158563,65093.46474727031,105876.4407543152,85850.0,23272896.296036717,18007623.486661874,1346.0,3297.6115604056627,2198.407706937112,105158.19590002816,0.0,0.0,1346.0
2070,96968.78644157978,80159.69850250492,16809.087939074892,54515.0,23012955.67907671,18298286.103621844,1638.1835467050505,807.6000000000031,538.3999999999983,107356.60360696541,1590822.9453552163,1330917.733525239,1372.0
2071,153721.84259582928,131523.88008505089,22197.96251077838,24746.0,22767547.137091998,18572534.46205987,2537.9588184941827,982.9101280230299,655.2734186820169,107895.00360696529,7318428.091428362,6179794.092470981,1302.0
2072,200960.50133772244,160708.9645240337,40251.53681368873,19162.0,22474738.399808776,18869099.24954081,3016.8033092187725,1522.7752910965164,1015.1835273976814,108550.27702564746,10168762.055878406,8774016.546093872,1262.0
2073,168175.41265748732,116422.43648606958,51752.97617141787,16360.0,22191424.2066451,19152889.51202523,2313.171840482683,1810.081985531259,1206.7213236875034,109565.46055304518,6407369.245013017,5740859.202413427,1165.0
2074,86792.74194765724,50167.34007442032,36625.40187323693,7625.0,21883182.393774606,19468268.153055195,1174.8090943185591,1387.9031042896097,925.2687361930731,110772.18187673276,69136.05444493699,59045.47159276716,1163.0
2075,82956.81285583579,70752.95478288716,12203.85807294861,2559.0,21573997.835569415,19782101.902165987,1565.328364648392,704.8854565911327,469.92363772742107,111697.45061292533,1479890.8905855946,1101641.8232419796,1345.0
2076,66702.84283267909,47239.3728323407,19463.47000033838,1749.0,21335300.875187866,20020859.124385707,1059.0,939.1970187890396,626.1313458593612,112167.37425065308,0.0,0.0,1059.0
2077,80663.21549161724,67945.87549079285,12717.340000824399,539.0,21062017.607249856,20294888.39232349,1497.1818912364013,635.3999999999977,423.60000000000053,112793.50559651238,2137366.8792644097,1655909.4561820268,1166.0
2078,77523.9483945467,57857.18869112089,19666.75970342577,183.0,20778877.054895975,20577632.260407068,1382.111082817888,898.3091347418401,598.8727564945614,113217.10559651254,991221.4648883938,760555.4140894122,1230.0
2079,73711.06760929635,58367.642832294485,15343.424777001863,0.0,20498654.538952228,20857467.6652683,1384.9428668301546,829.2666496907294,552.8444331271501,113815.97835300732,713964.7741631455,494714.3341507603,1286.0
2080,103517.26176656994,87841.26998312361,15675.991783446272,0.0,20241793.86348591,21113741.397868037,1985.3727948455635,830.9657200980895,553.9771467320636,114368.822786134,5310053.886281721,3646863.974227822,1256.0
2081,96224.95875033521,70274.56541599694,25950.393334338325,0.0,19971206.28714218,21383189.601416975,1604.914974726738,1191.2236769073368,794.1491179382252,114922.79993286627,3021524.508604578,2274574.8736337246,1150.0
2082,76297.42084250512,55063.81384858527,21233.606993919835,0.0,19506384.145032894,21847133.864585385,1409.8253978439864,962.9489848360462,641.9659898906974,115716.94905080408,921277.5802324628,709126.9892199229,1268.0
2083,121290.02845460564,106963.05768703409,14326.970767571576,0.0,19135859.94684304,22217129.237377536,2407.6291628446315,845.8952387063943,563.9301591375954,116358.91504069518,8104341.567052681,5483145.814223175,1311.0
2084,95243.58349250857,62134.683225286426,33108.900267222176,0.0,18584715.146127358,22766776.438610606,1587.1459519312482,1444.5774977067817,963.0516651378515,116922.84519983323,2125638.1380698825,1630729.7596562316,1261.0
2085,201109.66594625555,183943.86396753072,17165.801978725103,0.0,18053289.91841756,23297496.520368572,3756.9512642654668,952.2875711587524,634.8583807724966,117885.89686497036,18026207.61101614,12994756.32132737,1158.0
2086,103356.43609004971,40365.976010325925,62990.4600797238,0.0,17638006.692477193,23709833.245738953,1124.0,2254.1707585592944,1502.7805057061873,118520.75524574277,0.0,0.0,1124.0
2087,86571.04722076567,76678.08600994849,9892.961210817237,0.0,17198136.84035957,24149349.119481117,1875.343656082362,674.3999999999975,449.6000000000009,120023.53575144958,5494301.740139728,3511718.28041183,1173.0
2088,77730.28786299312,54699.94806350925,23030.339799483845,0.0,15424304.025480425,25922135.374640778,1513.1829842775228,1125.2061936494154,750.1374624329449,120473.13575144889,1869422.974621831,1310914.921387611,1251.0
2089,71575.96245795031,56922.92582797169,14653.036629978593,0.0,14990020.965668676,26355886.251468297,1567.0622203605794,907.9097905665116,605.2731937110076,121223.27321388207,2568628.4817195507,1750311.101802891,1217.0
2090,56368.47198274236,40702.133375504854,15666.338607237525,0.0,14357546.970950605,26987696.183965974,1221.0,940.2373322163477,626.8248881442299,121828.54640759282,0.0,0.0,1221.0
2091,49248.67147153303,39484.54985515182,9764.121616381233,0.0,13856371.659964094,27488546.496342313,1176.0,732.6000000000028,488.3999999999988,122455.37129573777,0.0,0.0,1176.0
2092,57096.5830976243,47369.46143576266,9727.121661861658,0.0,13309453.675069036,28035153.481237408,1437.6837975722672,705.6000000000026,470.39999999999895,122943.77129573749,784703.0579191617,463418.98786130414,1345.0
2093,104874.29733622372,93138.5307010363,11735.766635187438,0.0,12808118.951179456,28536045.521329526,2337.636379187564,862.6102785433555,575.0735190289018,123414.17129573718,9752037.835698793,5953181.895937787,1147.0
2094,158489.25734627526,128950.54112040857,29538.716225866647,0.0,12231801.222846715,29110942.023240775,3173.9383089475914,1402.581827512535,935.0545516750217,123989.24481476596,12121042.132624097,9309691.544737868,1312.0
2095,182471.263935146,140222.61862973418,42248.64530541187,0.0,11577411.06319063,29763221.72587683,3393.3623643317974,1904.362985368543,1269.5753235790255,124924.29936644094,13806213.007117568,10916811.82165891,1210.0
2096,193616.54224343653,146240.349324661,47376.192918775436,0.0,11017039.467946775,30321182.618625723,3621.139264873568,2036.0174185990656,1357.3449457327106,126193.8746900211,14696388.344742741,11830696.324367786,1255.0
2097,83645.03415212945,34588.882618963275,49056.15153316619,0.0,10525086.077190403,30810568.17590877,1222.9499913952318,2172.6835589241273,1448.4557059494214,127551.21963575362,76582.37559347735,59749.95697616968,1211.0
2098,42552.51875124277,35061.74463882095,7490.774112421831,0.0,9731087.018822609,31604322.28428524,1287.0,733.7699948371421,489.1799965580915,128999.67534170292,0.0,0.0,1287.0
2099,68618.99995642972,61345.64662205445,7273.353334375173,0.0,9298725.343493704,32036474.959613875,1938.140500198583,772.2,514.8000000000018,129488.85533826055,6730474.286432767,3380702.5009928937,1262.0
2100,45942.95808872813,29344.391018434904,16598.56707029322,0.0,8770247.992968557,32564083.544547383,1187.0,1162.8843001191499,775.2562000794287,130003.65533826103,0.0,0.0,1187.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,0.0,4035000.0,0.0,0.0
2021,180014.12377235037,163247.9116850273,16766.21208732298,22960906.0,14435982.0,4212612.0,1486.2134173985044,564.8999999999982,242.0999999999991,0.0,966067.0869924997,966067.0869924997,1293.0
2022,281360.1906245873,255671.99230429853,25688.198320288997,22444158.0,14555572.797467718,4608750.989114872,2266.2302339753937,1040.349392178954,445.8640252195484,242.0999999999991,5158981.014020174,4811151.169876936,1304.0
2023,230628.9457743375,186044.58725914147,44584.358515195985,22040105.0,14587334.765410597,4979228.790937989,1705.1463721996981,1586.361163782771,679.8690701926139,687.9640252195522,2304749.6233163346,2230731.8609984694,1259.0
