years,Objective,Costs,Damages,J,Y,M,I,Redsnag,Greysnag,B,B_SDD,I_LDD
2090,25514.17921392962,5751.897699701384,19762.28151422823,0.0,173892.73363568902,7645942.48487757,1336.1289556857434,1476.9540955890232,109335947.21610527,8910433.10261398,740644.7784287324,1188.0
2091,21539.77295629011,6162.102429305515,15377.670526984582,0.0,173724.60468000197,7645929.48487757,1469.9155877965,1202.516060117168,109337424.17020063,11374742.248091178,1129577.9389824849,1244.0
2092,22175.317902648632,6240.06612899455,15935.251773654098,0.0,173499.00825813055,7645928.48487757,1480.6876986986545,1322.924029016844,109338626.68626058,22348797.011818387,1203438.4934932354,1240.0
2093,23040.624354135973,6238.39951787326,16802.224836262703,0.0,173061.15930374057,7646101.495272572,1449.8318609169226,1332.6189288287787,109339949.61029044,19461900.515841853,1619159.304584623,1126.0
2094,24923.83122350327,7197.060637687051,17726.770585816208,0.0,172724.57877474348,7646079.495272572,1708.9837589409487,1304.8486748252253,109341282.22921875,24148196.849099554,2134918.7947047795,1282.0
2095,25840.87191419278,5985.1555208254795,19855.71639336731,0.0,169097.98569301222,7649236.1045953585,1542.9425809282711,1538.0853830468604,109342587.07789353,9004957.424016066,749712.9046413866,1393.0
2096,20183.02019498675,5210.958150722394,14972.06204426434,0.0,162502.17078653068,7655655.4455190385,1372.7741686450906,1388.6483228354484,109344125.16327669,4289106.431699671,443870.8432254646,1284.0
2097,18834.985591416782,5763.155803776126,13071.829787640652,0.0,152648.21214974203,7665390.629987223,1519.3314971364643,1235.4967517805867,109345513.81159972,11786033.834707206,1031657.485682311,1313.0
2098,21352.721804372224,6822.084417658334,14530.637386713894,0.0,145053.90643799302,7672749.37895767,1771.9522353932632,1367.3983474228228,109346749.3083511,28315833.868656147,2444761.176966294,1283.0
2099,23326.38426841869,6066.280763891308,17260.103504527382,0.0,138078.7429679196,7679225.608734868,1611.0024947260927,1594.7570118539331,109348116.70669909,19097728.790144913,1140012.473630437,1383.0
2100,21846.308848686054,5846.111445150551,16000.19740353551,0.0,136013.2498476889,7680992.0993604455,1576.763362349454,1449.9022452534782,109349711.46371077,25418531.122095488,1493816.8117472732,1278.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,4035000.0,4035000.0,1269.0
2021,188365.58837802135,159738.31666859885,28627.27170942257,22960906.0,14435982.0,4212612.0,5658.115878553703,645.6000000000023,0.0,23107200.720495842,22140579.39276849,1230.0
2022,534269.4769540797,306814.29034355975,227455.1866105203,22444158.0,14551506.73784112,4608636.041486375,10646.02116176748,4526.492702842955,645.6000000000023,47536611.118378736,47070105.80883772,1232.0
2023,1342409.7521416591,893384.9634849805,449024.78865667904,22040105.0,14575241.104688816,4978746.653476833,29544.035603234795,8516.816929413995,5172.092702842988,141919205.02677146,141070178.0161743,1330.0
2024,2268921.651366411,995879.9285451631,1273041.7228212468,21428506.0,14790694.552126883,5345857.17043557,33074.90168426115,23635.22848258786,13688.909632257017,160633419.02282637,159569508.4213064,1161.0
2025,2797621.1556617375,1374376.8403204742,1423244.3153412642,20839923.0,14967981.41633623,5724520.404760144,45394.951359462015,26459.92134740892,37324.1381148447,220886572.75495908,220259756.79730996,1343.0
2026,4536029.193100058,2602972.000759785,1933057.1923402727,20399820.0,15091970.209458668,5995753.7380922055,83784.86649334282,36315.96108756961,63784.05946225361,413932383.3052977,412864332.46671546,1212.0
2027,14132844.96247047,10577849.1012518,3554995.861218665,19902536.0,15162829.535240617,6338906.342911483,318800.13610193145,67027.89319467416,100100.02054982299,1590112377.3080497,1587085680.5096636,1383.0
2028,26207462.628580455,12818281.97384812,13389180.654732335,18019521.0,16274321.81757894,6792354.652985808,389983.69829898095,255040.1088815461,167127.91374449802,1950624990.232183,1944073491.4949126,1169.0
2029,36594449.54135212,20786437.154866908,15808012.386485182,17536969.0,16122218.43559316,7038955.856442192,624792.4331852793,311986.9586391838,422168.02262604266,3135401876.6298823,3118242165.926392,1144.0
2030,52338080.14014295,27420694.29132756,24917385.84881539,16866307.0,15917730.107583966,7293373.07396414,827860.5021985882,499833.94654822344,734154.9812652298,4173639058.858767,4133257510.9929285,1209.0
2031,86748380.03244726,54602868.95823091,32145511.07421633,16310961.0,15430281.943933997,7519804.610586325,1622917.8638431842,662288.4017588681,1233988.927813447,8274288496.981935,8108414319.215902,1235.0
2032,255164858.9347119,194544827.23551056,60620031.699201405,15681330.0,14392991.07510996,7624598.277851106,5470627.263323781,1298334.2910745458,1896277.3295723202,28748458747.038383,27346596316.618843,1308.0
2033,800079908.2800076,600971726.299069,199108181.98093846,15090554.0,10627618.077672962,7706500.756323653,16011331.438856004,4376501.810659024,3194611.6206468744,101550473074.1745,80050827194.27972,1166.0
2034,1056357595.2697167,498334132.0945681,558023463.1751485,14442721.0,5341231.089122273,7575410.795945188,13498849.948151445,12809065.15108485,7571113.431305886,144193586655.24515,67487444740.75733,1361.0
2035,461016862.4100953,81236207.76431769,379780654.64577764,13729775.0,3058692.9546056283,7498705.492005519,2435836.950062322,10799079.958521143,20380178.582390755,29651424233.193695,12172854750.311565,1266.0
2036,62536733.69565868,6358318.925779372,56178414.76987931,13084472.0,2640869.3513474427,7491153.863289186,223320.09640143826,1948669.560049851,31179258.54091174,1817265349.6566758,1110490482.007195,1222.0
2037,11496303.406001907,6689182.066778268,4807121.339223647,12548687.0,2998301.9797000457,7492056.593120018,239106.05976595182,178656.07712115068,33127928.10096169,1399854031.647918,1189655298.8297644,1175.0
2038,26336296.489328448,21571494.884005655,4764801.605322784,11601256.0,3731699.197162109,7495244.113003487,733116.9371440383,191284.8478127613,33306584.178082753,4227477693.896485,3658919685.7201796,1333.0
2039,32822234.127718758,19035952.122875083,13786282.004843675,11089616.0,3712961.0706559424,7495354.113003487,660258.9164567897,586493.5497152316,33497869.025895767,4523085448.651359,3295389582.283948,1181.0
2040,61261416.56166598,49688418.25908676,11572998.302579226,10429502.0,3915336.056100042,7504466.990495528,1564017.5626962774,528207.1331654339,34084362.57561088,10341497265.13667,7813757813.4813795,1266.0
2041,68922134.00835602,37311780.17799487,31610353.830361225,9741548.0,3851854.7970865183,7505995.173775455,1206299.9088050805,1251214.0501570166,34612569.7087764,8113148271.828146,6024969544.0254135,1306.0
2042,70097527.28211749,47868984.24686148,22228543.03525599,9149056.0,3953584.812346925,7515465.2336183395,1473739.193243113,965039.9270440664,35863783.75893314,11136492657.294907,7362040966.215575,1331.0
2043,31936448.877024516,22955.73557712134,31913493.141447376,8570086.0,4017289.2655325737,7424220.325176934,1257.0,1178991.3545944924,36828823.68597724,0.0,0.0,1257.0
2044,74001.15189138951,47094.85749187278,26906.29439951674,7952775.0,4629378.025778743,7429301.564930699,2539.648409047292,1005.6000000000035,38007815.04057195,13593579.736759512,6203242.045236486,1299.0
2045,106061.11888581264,50620.82741903007,55440.2914667826,7215806.0,5357238.8914982155,7436979.726779222,2819.971258311776,2031.7187272378362,38008820.640571795,12749715.940264378,7854856.29155896,1249.0
2046,247172.5789811229,187858.01844301983,59314.56053810291,6599045.0,5968156.104261134,7441111.563559451,9979.031977800649,2255.9770066494248,38010852.35929896,57534607.37445655,43415159.88900303,1296.0
2047,792682.751280137,594517.0025180012,198165.7487621353,6078577.0,6474365.215584184,7446509.232095735,29822.296372426656,7983.22558224054,38013108.33630567,159759656.85372084,142841481.86213303,1254.0
2048,2251902.482902923,1672988.673116896,578913.8097860293,5477462.0,7031818.3930065585,7461643.817271472,79991.7872998136,23857.837097941298,38021091.56188794,412447398.71785,393953936.4990679,1201.0
2049,5007899.279200578,3513375.989914799,1494523.2892857767,5006433.0,7411942.924183389,7476026.595727274,161625.05539977553,63993.42983985084,38044949.39898587,833390666.3020633,801750276.9988741,1275.0
2050,4415062.522075276,1371124.9306875365,3043937.5913877366,4470746.0,7772796.209381664,7493702.098504087,67879.49039775119,129300.04431981995,38108942.82882589,347795653.29776007,332577451.98875433,1364.0
2051,2606272.6748098615,1329342.482780228,1276930.1920296357,4076895.0,8080322.982495006,7513559.529819468,66759.55940791048,54303.59231820077,38238242.87314579,339205494.5756894,326837797.0395526,1392.0
2052,2022903.834119275,759195.0043218965,1263708.8297973794,3629922.0,8389551.80343723,7585942.496499218,39935.89769994351,53407.647526328685,38292546.4654637,198170141.72068107,193454488.49971747,1245.0
2053,2201930.923466778,1442975.4787101678,758955.4447566113,3331938.0,8621607.73494071,7612972.436816218,73748.19128672912,31948.71815995475,38345954.11299018,371727632.9935459,362705956.433645,1207.0
2054,5069160.99491071,3671422.347205319,1397738.6477053924,2889306.0,8974976.898595829,7629674.603305973,178419.64981143243,58998.55302938277,38377902.83115006,899475195.6368495,885858249.0571617,1248.0
2055,3608022.5597652937,199332.9035545667,3408689.6562107285,2448891.0,9210260.17241544,7659420.244667927,11823.447133144322,142735.71984914667,38436901.38417933,54238649.853567116,52762235.66572131,1271.0
2056,1069983.460830558,844308.8085032253,225674.65232733227,2164771.0,9440932.639239533,7702079.212882679,46145.56660842317,9458.757706515442,38579637.10402868,236904835.15907353,223922833.04211444,1361.0
2057,1857625.826205095,964392.3382603697,893233.4879447254,1846543.0,9678219.692222307,7738030.782485408,52860.42436279486,36916.45328673834,38589095.86173528,265216849.62310016,258242121.81397313,1212.0
2058,4159281.334376108,3142006.315246007,1017275.0191301018,1527763.0,9893365.64985126,7789906.234895473,161250.67110096957,42288.339490235805,38626012.31502173,816629529.5205481,800643355.5048491,1122.0
2059,8779673.19525933,5655973.260863262,3123699.934396077,1229209.0,9995651.76307176,7826211.593587335,282280.90093719,129000.53688077537,38668300.65451219,1424379639.7633986,1405499504.6859446,1181.0
2060,17429651.189068474,11925415.609877218,5504235.579191258,846380.0,10060998.129323054,7866863.790839514,575585.2828975659,225824.72074975082,38797301.19139289,2965342966.9579315,2871776414.487848,1230.0
2061,34065668.146916516,22890672.16066664,11174995.98624987,626204.0,9673173.14297317,7913036.377162939,1072606.9109327104,460468.22631805605,39023125.9121427,5569224569.7013235,5356459554.663549,1315.0
2062,54126137.039557725,33106831.034776483,21019306.004781254,547321.0,8696217.966979908,7955942.852714852,1528697.9193581939,858085.5287461609,39483594.13846086,8282882834.879882,7637114596.790995,1275.0
2063,114751886.44275801,84311523.20835313,30440363.2344049,431669.0,7366132.685791015,7991637.371534029,3706854.4984308807,1222958.3354865592,40341679.66720678,20067968514.542973,18528002492.154335,1254.0
2064,265555535.62398314,192013075.47450063,73542460.14948256,314873.0,4919893.696170832,8015045.488762303,7855006.267436011,2965483.598744706,41564638.002693236,52516211990.86785,39268946337.17989,1217.0
2065,501308650.44949865,334286996.68198806,167021653.7675101,263665.0,2230388.965961341,7963506.194705709,12840587.549636375,6284005.0139487805,44530121.60143829,131363667099.36452,64196777748.18181,1232.0
2066,274535570.9191271,34337939.38248275,240197631.53664434,205987.0,726240.3052494237,7920352.799956957,1390922.9805795185,10272470.039709106,50814126.615386955,31784916022.041283,6948269902.897556,1269.0
2067,29031222.91722277,24583.892051512823,29006639.02517128,179049.0,452648.87406670937,7884535.020278516,1755.5811412892706,1112738.384463609,61086596.65509605,8562502.892610071,2817905.7064463957,1192.0
2068,47400.93434968518,16310.64672181319,31090.287627872014,135751.0,485539.42702593916,7894310.886178016,1284.2358600343211,1404.464913031429,62199335.03955978,749516.400239365,261179.30017157405,1232.0
2069,36908.74056200005,17389.81044063408,19518.93012136599,85850.0,525415.885444279,7904240.729209879,1331.108483210555,1027.3886880274515,62200739.504472725,1639842.4253730772,355542.41605277377,1260.0
2070,47128.75661041502,24207.428851997058,22921.32775841798,54515.0,538449.4608954627,7922414.045275449,1841.2247822484976,1064.886786568444,62201766.893160515,14033980.467312848,2736123.9112425293,1294.0
2071,62475.87360671893,30810.683657625774,31665.189949093132,24746.0,562909.3963792509,7927117.846792394,2365.519031471065,1472.9798257988043,62202831.77994727,22548650.789572373,5467595.157355398,1272.0
2072,64828.4905221087,25865.880925021516,38962.609597087154,19162.0,563844.8197197878,7930596.971654414,2078.473762147768,1892.4152251768555,62204304.75977322,10371716.65871121,4237368.810738809,1231.0
2073,80419.65279257645,48519.16462254194,31900.488170034554,16360.0,550323.4041251842,7946052.903883474,3729.148545955696,1662.7790097182144,62206197.174997985,26844726.466941252,12235742.729778497,1282.0
2074,176773.42623965134,119063.61579074655,57709.81044890485,7625.0,545876.3877379106,7956728.664249719,8503.666510265535,2983.318836764559,62207859.954008065,58636457.88943343,35908332.55132763,1322.0
2075,468401.85427939356,335483.6670346068,132918.18724478676,2559.0,531086.0205878132,7969507.443403645,22208.58503762641,6802.933208212405,62210843.27284448,132693898.36747389,104562925.18813284,1296.0
2076,774493.2202731391,429219.1219399099,345274.0983332298,1749.0,505389.0558062779,7975759.491627996,28026.5629037914,17766.868030101097,62217646.20605282,161962541.21493915,133892814.51895644,1248.0
2077,947808.9473827076,515394.43271162047,432414.514671087,539.0,468635.17448647186,7988479.49612021,33473.982279587464,22421.250323033048,62235413.074083194,186916587.6121522,160774911.397937,1319.0
2078,2242554.9126446093,1733939.086789629,508615.825854979,183.0,431203.39994146844,7997813.411115628,102559.59934598954,26779.18582366975,62257834.324405834,673660848.4907676,506182996.72994965,1323.0
2079,2676169.6627736064,1043654.901124369,1632514.7616492363,0.0,349743.7608714251,7998132.470709329,63928.8287752642,82047.6794767919,62284613.51022963,593846757.5237733,312914143.87631994,1346.0
2080,1876099.9879825122,907123.9760206759,968976.0119618375,0.0,293495.9044550566,8005368.045027511,54749.87432877736,51143.0630202113,62366661.189706676,419916853.76375735,267014371.64388844,1347.0
2081,1806479.307059414,946127.3594751897,860351.9475842244,0.0,247052.98903976922,8005365.045027511,56533.394152492845,43799.899463022106,62417804.25272689,410525345.6750246,276981970.76246583,1137.0
2082,2323019.6165323798,1431087.1776961354,891932.4388362444,0.0,217495.31787426295,8005346.045027511,87078.09387358457,45226.715321994314,62461604.152189754,830595112.5926633,429130469.36792135,1252.0
2083,1585521.2260823941,580073.9292908328,1005447.2967915602,0.0,196411.68002710489,8005324.045027511,28965.904113516222,69662.4750988675,62506830.86751176,516973491.8045091,138349520.5675812,1296.0
2084,769275.1064780558,43376.60027789003,725898.5062001655,0.0,190093.85957255293,8005316.045027511,3302.070265981871,23172.72329081307,62576493.34261078,210737857.0603104,9740351.329909338,1354.0
2085,126677.93071246128,68977.86313094583,57700.06758151534,0.0,188130.78930657107,8005282.045027511,4801.769942686396,2641.656212785503,62599666.065901324,35762457.41386794,18363849.713431846,1129.0
2086,179621.08486242007,89549.41486235915,90071.67000006093,0.0,184694.77011594918,8005269.045027511,5916.48402115123,3841.415954149096,62602307.72211443,42377180.307515375,23482420.105756234,1220.0
2087,177287.47443653553,59796.66419513549,117490.81024140008,0.0,180038.31137511152,8005250.045027511,4184.281871294484,4733.187216921008,62606149.138068534,52092171.08110599,15271409.356472366,1130.0
2088,110406.56818507733,28702.70851093762,81703.85967413982,0.0,176123.97890010825,8006223.364644367,2535.2079892760967,3347.425497035578,62610882.32528509,27166710.816575985,6231039.946380513,1289.0
2089,53149.85910782761,18670.558298318603,34479.300809509026,0.0,174866.77091083265,8006202.364644367,1905.4389238211245,2028.1663914208775,62614229.75078215,26533863.69918816,3307194.6191055803,1244.0
2090,34897.50115673908,13032.653002554875,21864.84815418422,0.0,174192.16265504897,8006175.364644367,1416.0187204265378,1524.3511390568988,62616257.917173535,9408623.292396242,1140093.6021326778,1188.0
2091,28769.310089945528,13603.464728381028,15165.845361564488,0.0,173955.0363180639,8006162.364644367,1529.9403424003979,1132.8149763412302,62617782.2683126,10994588.896274572,1429701.7120019859,1244.0
2092,29106.60291183596,13731.033034992743,15375.569876843201,0.0,173161.98809034022,8006647.03082736,1540.8907174626702,1223.9522739203223,62618915.08328945,20939542.516818993,1504453.5873133477,1240.0
2093,29716.944850944004,13803.816429329172,15913.128421614845,0.0,172841.43570984493,8006636.03082736,1513.7290999005731,1232.7125739701382,62620139.03556302,18414778.47628342,1938645.4995028428,1126.0
2094,33041.65122771009,15893.032073097822,17148.61915461227,0.0,172440.70660994292,8006614.03082736,1785.237129627383,1210.9832799204526,62621371.74813702,22884089.441649415,2516185.6481369613,1282.0
2095,32063.84501354481,13108.089278068865,18955.75573547596,0.0,171447.3724455421,8007061.951006965,1591.9502418569762,1428.1897037019119,62622582.73141683,8562964.759894427,994751.209284899,1393.0
2096,25444.349136728164,11064.037119764755,14380.312016963435,0.0,166230.54015726672,8012055.833053369,1389.3477701875743,1273.5601934855808,62624010.92112095,3988089.5208670716,526738.8509378775,1284.0
2097,23574.46173886042,11636.457607379092,11938.004131481324,0.0,155804.29445014542,8022341.7309903465,1472.4145872649956,1111.4782161500564,62625284.48131387,10921623.712469291,797072.9363249636,1313.0
2098,27277.015850182124,14740.651248396105,12536.364601786025,0.0,149531.3878552765,8028415.820990164,1793.3666822605715,1177.931669811988,62626395.95953004,24878447.341245674,2551833.4113028524,1283.0
2099,29191.521238687845,12442.524396045706,16748.996842642144,0.0,141217.94330776023,8036185.898855449,1592.767046703939,1434.6933458084561,62627573.89120037,17546775.11367177,1048835.233519705,1383.0
2100,26400.37672343544,12526.68511795441,13873.69160548107,0.0,138571.54152159503,8038556.782661124,1605.1162519719226,1274.2136373631586,62629008.584545754,22894341.99258084,1635581.2598596227,1278.0
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,23272990.0,14463912.0,3873187.0,807.0,0.0,0.0,4035000.0,4035000.0,1269.0
2021,244038.0188141643,218989.1560684195,25048.862745744762,22960906.0,14435982.0,4212612.0,5104.601393734478,564.8999999999982,0.0,20218800.630434003,19373006.9686724,1230.0
2022,553498.0700521391,375724.937068491,177773.1329836486,22444158.0,14552045.145610945,4608650.661300549,8652.901023853568,3573.2209756141515,564.8999999999982,37512697.26511642,37104505.11926768,1232.0
2023,1281844.5571572406,967153.022959124,314691.5341981172,22040105.0,14577699.170528078,4978834.735359551,21363.10709523553,6057.030716697473,4138.120975614167,100892511.7705878,100165535.47617762,1330.0
2024,1749905.2804624466,953256.2549125071,796649.0255499388,21428506.0,14800984.256649015,5346294.542143442,21329.423664533988,14954.174966664952,10195.151692311685,101608079.47984083,100842118.32266997,1161.0
2025,1958054.4356275427,1166231.9796759547,791822.4559515875,20839923.0,14989355.6945705,5725618.680690851,26163.78434978323,14930.596565173813,25149.326658976563,124612918.11009875,124103921.74891563,1343.0
2026,2902933.299957491,1944424.4623321968,958508.8376252932,20399820.0,15131502.167314686,5997925.479264949,42803.317876310844,18314.64904484815,40079.923224150254,208735138.34457904,207956589.38155362,1212.0
2027,8469233.560323078,6904176.669344059,1565056.8909790204,19902536.0,15240920.933531243,6343499.395172122,143173.3707457969,29962.322513417406,58394.57226899838,710878861.817258,708951853.7289875,1383.0
2028,12535542.596397247,7330740.4855959425,5204802.110801305,18019521.0,16516289.223037088,6808490.170762632,154166.44468759364,100221.35952205809,88356.89478241619,766981479.381287,764987223.4379683,1169.0
2029,15896958.695443764,10460288.247315416,5436670.448128347,17536969.0,16588076.102832677,7065556.537263785,218220.1845445862,107916.51128131525,188578.25430447358,1086661424.4383545,1085380922.7229314,1144.0
2030,19792262.663594685,12186467.41024345,7605795.253351236,16866307.0,16761304.724295292,7345687.731169229,255707.27415935937,152754.12918121018,296494.7655857881,1279997993.6924458,1272491370.796806,1209.0
2031,30425875.2337179,21663533.77539551,8762341.458322398,16310961.0,16797571.907998916,7609715.100757339,447722.1024647161,178995.0919115517,449248.894767001,2248689884.4564204,2232435512.32359,1235.0
2032,86185922.21490426,71223380.29842126,14962541.91648299,15681330.0,16838191.52705859,7752070.391292116,1395050.0056067395,313405.4717253003,628243.9866785547,6990171723.298248,6968710028.033692,1308.0
2033,286273756.89621186,240364056.991861,45909699.90435087,15090554.0,15844789.84190515,7967555.345593377,4486938.48152622,976535.0039247193,941649.458403855,22888809178.944447,22428862407.63095,1166.0
2034,465512957.1068899,322586285.69639707,142926671.41049266,14442721.0,12525185.299050381,8075790.422126038,6050520.1008590665,3140856.9370683418,1918184.462328569,35683191791.09692,30245795504.29527,1361.0
2035,268415125.66376096,83849146.76057573,184565978.9031853,13729775.0,9064207.940561991,8107269.342839257,1732351.1673766386,4235364.070601345,5059041.399396899,11686492110.518728,8655425836.883228,1266.0
2036,56310331.45662077,7716390.405330631,48593941.05129017,13084472.0,8304954.903555227,8161949.425297439,188931.73860398013,1212645.817163647,9294405.469998294,1130193736.0334706,938548693.0199002,1222.0
2037,12709701.341099625,7908623.314238616,4801078.026861003,12548687.0,8627401.8028691,8193952.8276824355,195874.32901708467,132252.21702278685,10507051.287161876,1039730536.7762047,973496645.0854194,1175.0
2038,30300472.599654384,25401417.91774697,4899054.681907408,11601256.0,9337097.886111801,8239418.022539615,598336.6484961221,137112.03031195965,10639303.50418472,3057966160.285143,2985018242.4806046,1333.0
2039,40086058.98153576,25840239.234413397,14245819.747122373,11089616.0,9229553.848288534,8280227.687740252,619155.6329015908,418835.6539472878,10776415.534496605,3263172726.5633416,3089873164.5079384,1181.0
2040,83824771.8193422,69768223.92148946,14056547.897852702,10429502.0,9274103.624463085,8304535.3247946035,1595651.0656226934,433408.9430311127,11195251.188443922,8555285649.553637,7971925328.11352,1266.0
2041,88111041.87285176,53542097.99956057,34568943.87329117,9741548.0,8527243.40554912,8325263.067054925,1263613.663954504,1116955.7459358876,11628660.131475016,7305398366.833514,6311538319.772548,1306.0
2042,105685663.54837483,79617083.96320273,26068579.585172072,9149056.0,7969122.012354212,8351145.470971273,1846374.503493148,884529.5647681567,12745615.877410904,10387147884.060007,9225217517.465801,1331.0
2043,37263368.967831604,35296.930753970475,37228072.037077636,8570086.0,7003921.619853979,8371800.992010371,1257.0,1292462.1524452032,13630145.442179158,0.0,0.0,1257.0
2044,103704.29405406617,80161.28645448896,23543.007599577148,7952775.0,7608388.982857461,8384278.008494598,2781.8929135594644,879.8999999999968,14922607.59462435,12097767.520755596,7414464.567797401,1299.0
2045,137222.17128128375,79875.4161136698,57346.75516761378,7215806.0,8327069.967355948,8400771.936655302,2916.072672037641,1947.3250394916356,14923487.494624276,12320907.700097729,8335363.36018823,1249.0
2046,330800.9640986059,274273.5839085581,56527.380190047676,6599045.0,8930078.735922407,8412467.190964943,9579.511926098263,2041.2508704263557,14925434.81966384,52309992.436884075,41417559.63049127,1296.0
2047,934724.2124710152,751244.5290333595,183479.6834376555,6078577.0,9426959.002624813,8427458.813537592,25219.746691194912,6705.658348268811,14927476.070534227,133844358.26549508,119828733.4559745,1254.0
2048,2301108.634728856,1834211.5003698256,466897.13435902935,5477462.0,9974551.942005157,8456741.098256886,58999.3008264129,17653.822683836363,14934181.728882473,303920272.3859248,288991504.13206434,1201.0
2049,4475655.60470732,3404104.8827669453,1071550.721940375,5006433.0,10364870.23232985,8479491.927957596,106483.0840883802,41299.510578488924,14951835.551566286,535039943.80166507,526040420.44189924,1275.0
2050,3110736.8964769244,1200949.5015926827,1909787.3948842424,4470746.0,10764758.615791326,8510092.820623856,40579.27034546923,74538.1588618662,14993135.062144767,199775863.60458305,196076351.72734764,1364.0
2051,1769209.1716049665,1047567.535430046,721641.6361749198,4076895.0,11081664.130338667,8547554.414539557,36057.04088324594,28405.48924182853,15067673.22100671,177055788.62782767,173325204.41622996,1392.0
2052,1185273.8380672184,542444.0917725303,642829.7462946881,3629922.0,11400820.074286407,8640259.648055848,19598.325811527324,25239.928618272217,15096078.71024848,93577998.21777004,91766629.05763668,1245.0
2053,1264881.3834230108,912215.0922395278,352666.29118348286,3331938.0,11644904.410054639,8675440.888193844,32172.126644437198,13718.82806806918,15121318.638866859,159585893.85740376,154825633.22218624,1207.0
2054,2598486.9474169114,2014608.1213954792,583878.826021432,2889306.0,12019105.48965691,8712521.40156071,68287.93536703105,22520.488651106105,15135037.466934817,343470240.70569456,335199676.8351574,1248.0
2055,1360306.1885302793,118930.82956605092,1241375.358964228,2448891.0,12340820.52193398,8763950.195998264,4860.546146847627,47801.55475692185,15157557.955585958,18175213.063878875,17947730.73423811,1271.0
2056,536277.1965253748,449050.21989652544,87226.97662884947,2164771.0,12529604.15669393,8855254.605582222,17042.15150179943,3402.382302793325,15205359.510342918,85579429.5415154,78405757.50899693,1361.0
2057,774587.2961806925,457451.8410705323,317135.4551101605,1846543.0,12787196.801889382,8899767.478810567,17576.263217376574,11929.506051259576,15208761.8926457,86008246.13257836,81821316.08688343,1212.0
2058,1625264.9552628146,1302639.4491486426,322625.506114172,1527763.0,13022230.911996694,8966735.923736338,47214.8989301415,12303.384252163596,15220691.398696909,238447980.65622017,230464494.6507061,1122.0
2059,2948119.0695363237,2069733.781155341,878385.2883809847,1229209.0,13222379.073350897,9018735.874736251,73405.53326356359,33050.42925109898,15232994.782949097,366331575.26074266,361122666.3178169,1181.0
2060,5312975.600024752,3938466.5878156573,1374509.0122090979,846380.0,13479551.591721237,9071838.27635925,135300.12602611168,51383.87328449446,15266045.212200174,678768704.7002268,670350630.1305552,1230.0
2061,9412417.124660887,6864182.197105276,2548234.927555608,626204.0,13501184.85209769,9136151.994388288,229881.78378539547,94710.08821827792,15317429.085484661,1155756983.3104033,1142833918.9269783,1315.0
2062,13812876.269882092,9466923.897206655,4345952.372675441,547321.0,13296516.46081034,9191216.007201193,312857.0993282352,160917.24864977677,15412139.17370303,1575142537.665948,1557910496.6411762,1275.0
2063,28897993.3545451,22904633.617333326,5993359.737211776,431669.0,13009995.3538599,9282930.289741822,724645.5163876304,218999.96952976508,15573056.422352782,3668398784.4607277,3616957581.9381537,1254.0
2064,73254743.87128471,59332677.816233024,13922066.05505167,314873.0,12352615.666371822,9348445.060025688,1784625.5836048904,507251.86147134105,15792056.391882457,9237182144.01953,8917042918.024433,1217.0
2065,213051195.33548167,178082999.88886815,34968195.4466135,263665.0,10668896.628556073,9376776.094203286,5065002.124704743,1249237.9085234324,16299308.253353918,26558873345.046207,25318850623.52378,1232.0
2066,161387071.32543036,59865724.956236266,101521346.36919421,205987.0,6858245.210646872,9412225.08459924,1817406.404335836,3545501.487293328,17548546.161877193,11129849322.125227,9080687021.679184,1269.0
2067,37197424.66438952,62926.91918523592,37134497.74520428,179049.0,5345401.932470113,9438161.072893685,2928.6929320340305,1272184.4830350862,21094047.649170518,9772587.853328722,8683464.66017015,1192.0
2068,80700.77130957703,27343.416228925882,53357.35508065113,135751.0,5361814.60550645,9463071.864996193,1401.2572207063138,2050.085052423821,22366232.132205617,1110283.6525839262,846286.1035315364,1232.0
2069,48068.035003416706,28439.5165001497,19628.518503266972,85850.0,5349726.72290457,9524666.898578592,1417.7616569153365,980.8800544944164,22368282.21725808,1601828.0166682608,788808.2845766939,1260.0
2070,76314.62720803586,54354.880427801974,21959.746780233876,54515.0,5341568.5302471,9563727.684385791,2598.6696534247485,992.4331598407323,22369263.09731256,13382083.71895155,6523348.2671237,1294.0
2071,159204.79309933333,113791.21239515746,45413.580704175765,24746.0,5338869.973556662,9594552.822968787,5165.916195306951,1819.0687573973146,22370255.530472394,28373568.15769102,19469580.97653484,1272.0
2072,194822.26301592216,94649.40893211421,100172.85408380788,19162.0,5303380.497605443,9631489.24672526,4457.241349536783,3616.1413367148593,22372074.599229824,19944835.633166432,16131206.747683883,1231.0
2073,298339.74811059894,214848.84518955465,83490.90292104446,16360.0,5282487.19078017,9651741.49630523,9596.052666844054,3120.068944675734,22375690.740566615,50970425.29288312,41570263.33422012,1282.0
2074,782768.1448442403,593349.7165080857,189418.42833615464,7625.0,5249338.5499426145,9685096.462834118,25046.746301328858,6717.236866790807,22378810.809511196,132227437.22972105,118623731.50664511,1322.0
